"ENSG_id","Symbol"
"ENSG00000251679.1","RP11-669M16.2"
"ENSG00000249988.1","RP11-669M16.1"
"ENSG00000251412.1","AC006296.1"
"ENSG00000248425.1","AC006296.2"
"ENSG00000248360.6","LINC00504"
"ENSG00000247624.5","CPEB2-AS1"
"ENSG00000249252.4","RP11-665G4.1"
"ENSG00000251379.1","RP11-484O2.1"
"ENSG00000273133.1","RP11-799M12.2"
"ENSG00000249234.1","RP11-452J21.2"
"ENSG00000263327.5","TAPT1-AS1"
"ENSG00000248138.4","RP11-446J8.1"
"ENSG00000249998.1","RP11-141E13.1"
"ENSG00000250819.1","RP11-576E20.1"
"ENSG00000249502.1","AC006160.5"
"ENSG00000251048.1","RP11-608B3.1"
"ENSG00000279918.1","AC006840.1"
"ENSG00000248238.1","RP11-3J1.1"
"ENSG00000279379.1","RP11-84N19.1"
"ENSG00000248515.1","RP11-608O21.1"
"ENSG00000249441.1","RP11-94H6.1"
"ENSG00000248228.1","SLIT2-IT1"
"ENSG00000272995.1","RP11-362J17.1"
"ENSG00000250243.2","RP11-120A1.1"
"ENSG00000250092.2","RP11-556G22.3"
"ENSG00000248343.1","RP11-556G22.2"
"ENSG00000280650.1","KCNIP4-IT1"
"ENSG00000250039.3","RP11-17E2.2"
"ENSG00000248837.4","RP11-412P11.1"
"ENSG00000249645.1","RP11-552M14.1"
"ENSG00000249547.1","RP11-453O5.1"
"ENSG00000250137.1","RP11-380P13.1"
"ENSG00000251292.1","ERVH-1"
"ENSG00000249453.1","RP13-497K6.1"
"ENSG00000261121.1","RP11-496D24.2"
"ENSG00000281501.1","SEPSECS-AS1"
"ENSG00000271172.1","RP11-660M5.1"
"ENSG00000248545.2","RP11-302F12.3"
"ENSG00000250541.1","RP11-302F12.10"
"ENSG00000251009.2","RP13-494C23.1"
"ENSG00000240005.4","RP11-293A21.1"
"ENSG00000251080.1","RP11-415C15.1"
"ENSG00000205830.1","AC024132.1"
"ENSG00000249699.1","RP11-415C15.2"
"ENSG00000251325.1","RP11-415C15.3"
"ENSG00000251410.1","AC007106.1"
"ENSG00000250038.4","RP11-180C1.1"
"ENSG00000250064.1","RP11-123O22.1"
"ENSG00000250190.1","RP11-292B1.2"
"ENSG00000249228.1","RP11-769N22.1"
"ENSG00000248176.1","RP11-472K22.1"
"ENSG00000248338.1","RP11-472K22.2"
"ENSG00000249678.1","RP11-619J20.1"
"ENSG00000251182.1","RP11-617I14.1"
"ENSG00000251434.1","RP11-315A17.1"
"ENSG00000249882.1","RP11-665I14.1"
"ENSG00000251129.1","RP11-734I18.1"
"ENSG00000251329.1","RP11-240A16.1"
"ENSG00000248417.1","RP11-802H3.2"
"ENSG00000250954.4","RP11-79E3.3"
"ENSG00000250723.4","RP11-79E3.2"
"ENSG00000248685.4","RP11-548L20.1"
"ENSG00000250597.4","RP11-725M22.1"
"ENSG00000247193.2","RP11-431M7.3"
"ENSG00000251438.1","RP11-431M7.2"
"ENSG00000248215.4","RP11-722M1.1"
"ENSG00000261761.3","RP11-103J17.2"
"ENSG00000247810.5","RP11-103J17.1"
"ENSG00000248936.1","RP11-36B15.1"
"ENSG00000251642.1","RP11-600L4.1"
"ENSG00000248227.1","RP11-83C7.1"
"ENSG00000280015.1","RP11-83C7.3"
"ENSG00000249534.1","LINC01258"
"ENSG00000249667.1","LINC01259"
"ENSG00000251635.1","RP11-213G21.2"
"ENSG00000231160.8","KLF3-AS1"
"ENSG00000271958.1","RP11-617D20.2"
"ENSG00000249207.1","RP11-360F5.1"
"ENSG00000249685.1","RP11-360F5.3"
"ENSG00000249348.1","UGDH-AS1"
"ENSG00000255458.4","RP11-539G18.3"
"ENSG00000260296.1","RP11-395I6.3"
"ENSG00000250338.1","RP11-395I6.2"
"ENSG00000249241.1","AC195454.1"
"ENSG00000250893.1","RP11-588L15.2"
"ENSG00000250906.1","RP11-632F7.3"
"ENSG00000251173.1","UCHL1-AS1"
"ENSG00000249216.1","RP11-227F19.5"
"ENSG00000250467.1","RP11-227F19.1"
"ENSG00000249122.1","RP11-227F19.2"
"ENSG00000245870.2","LINC00682"
"ENSG00000249771.1","RP11-457P14.5"
"ENSG00000272862.1","RP11-814H16.2"
"ENSG00000250781.1","RP11-63A11.1"
"ENSG00000260519.1","RP11-109E24.2"
"ENSG00000251517.1","RP11-109E24.1"
"ENSG00000248939.1","RP11-395F4.1"
"ENSG00000250657.1","RP11-1E6.1"
"ENSG00000248143.1","RP11-324J13.2"
"ENSG00000250863.1","RP11-663P9.1"
"ENSG00000251350.1","RP11-328N19.1"
"ENSG00000273369.1","RP11-700J17.1"
"ENSG00000272936.1","RP11-700J17.2"
"ENSG00000248744.1","RP11-362I1.1"
"ENSG00000260878.1","RP11-320H14.1"
"ENSG00000249330.1","RP11-436F23.1"
"ENSG00000260918.1","RP11-731J8.2"
"ENSG00000248254.1","AC092597.3"
"ENSG00000259959.1","RP11-121C2.2"
"ENSG00000248256.1","OCIAD1-AS1"
"ENSG00000280043.1","RP11-1281K21.8"
"ENSG00000272576.1","RP11-365H22.2"
"ENSG00000251040.1","RP11-535C7.1"
"ENSG00000248866.1","USP46-AS1"
"ENSG00000260120.1","RP11-177B4.2"
"ENSG00000226950.5","DANCR"
"ENSG00000250302.1","RP11-752D24.3"
"ENSG00000248115.1","RP11-752D24.2"
"ENSG00000250930.4","LNX1-AS1"
"ENSG00000248494.1","LNX1-AS2"
"ENSG00000249341.1","RP11-317M11.1"
"ENSG00000249706.1","RP11-89B16.1"
"ENSG00000272650.1","RP11-571I18.4"
"ENSG00000269506.2","RP11-571I18.5"
"ENSG00000248184.1","RP11-231C18.1"
"ENSG00000248518.1","RP11-231C18.2"
"ENSG00000251264.1","RP11-545H22.1"
"ENSG00000250456.1","AC006552.1"
"ENSG00000249727.1","RP11-273B19.2"
"ENSG00000251256.1","RP11-273B19.1"
"ENSG00000248317.1","RP11-463H12.2"
"ENSG00000250646.1","RP11-530I17.1"
"ENSG00000249700.7","SRD5A3-AS1"
"ENSG00000273257.1","RP11-177J6.1"
"ENSG00000272969.1","RP11-528I4.2"
"ENSG00000250821.1","RP11-345F18.1"
"ENSG00000269921.1","RP11-646I6.5"
"ENSG00000270147.1","RP11-646I6.6"
"ENSG00000280285.1","RP11-630A13.4"
"ENSG00000269949.1","RP11-738E22.3"
"ENSG00000245067.5","IGFBP7-AS1"
"ENSG00000250192.1","RP11-300M6.1"
"ENSG00000248505.1","RP11-319E12.1"
"ENSG00000251459.1","RP11-319E12.2"
"ENSG00000251049.2","RP11-685F15.1"
"ENSG00000250333.1","RP11-4O3.1"
"ENSG00000249831.2","RP11-4O3.2"
"ENSG00000250340.1","RP11-577G20.1"
"ENSG00000250078.1","RP11-577G20.2"
"ENSG00000251339.4","RP11-506N2.1"
"ENSG00000251266.1","RP11-340A13.2"
"ENSG00000249382.2","RP11-340A13.1"
"ENSG00000250375.2","RP11-340A13.3"
"ENSG00000249111.1","RP11-622J8.1"
"ENSG00000249392.1","RP11-725D20.1"
"ENSG00000249892.1","RP11-525J21.1"
"ENSG00000249066.1","RP11-593F5.2"
"ENSG00000240152.2","RP11-16N2.1"
"ENSG00000205682.2","RP11-798L4.1"
"ENSG00000248692.4","LPHN3-AS1"
"ENSG00000251055.2","RP11-257A22.1"
"ENSG00000250775.1","RP11-12K22.1"
"ENSG00000250125.1","RP11-707A18.1"
"ENSG00000250846.5","EPHA5-AS1"
"ENSG00000248479.1","RP11-807H7.2"
"ENSG00000251527.1","RP11-51P8.1"
"ENSG00000249413.2","RP11-25H12.1"
"ENSG00000272304.1","RP11-19C24.1"
"ENSG00000250075.4","RP11-584P21.2"
"ENSG00000279464.1","RP11-17P16.1"
"ENSG00000248049.5","UBA6-AS1"
"ENSG00000272626.1","RP11-468N14.13"
"ENSG00000250696.4","RP11-704M14.1"
"ENSG00000272986.1","RP11-46J23.1"
"ENSG00000248567.1","RP11-545L5.1"
"ENSG00000250877.1","RP11-373J21.1"
"ENSG00000250220.1","RP11-692D12.1"
"ENSG00000250436.1","RP11-622A1.2"
"ENSG00000228277.1","AC112518.3"
"ENSG00000269559.2","RP11-629B11.5"
"ENSG00000250532.1","RP11-727M10.1"
"ENSG00000249942.1","AC142293.3"
"ENSG00000249717.1","RP11-44F21.3"
"ENSG00000248165.1","RP11-44F21.2"
"ENSG00000260265.1","RP11-44F21.5"
"ENSG00000251185.1","RP11-542G1.1"
"ENSG00000251454.1","RP11-542G1.2"
"ENSG00000251383.1","RP11-542G1.3"
"ENSG00000248646.1","RP11-567N4.2"
"ENSG00000250735.4","RP11-567N4.3"
"ENSG00000229717.2","RP11-556N4.1"
"ENSG00000245928.2","RP11-630D6.5"
"ENSG00000231335.1","AC107072.2"
"ENSG00000233860.1","RP11-359D14.2"
"ENSG00000224218.1","RP11-359D14.3"
"ENSG00000249036.1","RP11-625I7.1"
"ENSG00000251442.4","LINC01094"
"ENSG00000260278.1","RP11-109G23.3"
"ENSG00000249307.4","LINC01088"
"ENSG00000250334.4","LINC00989"
"ENSG00000251399.1","RP11-234K19.1"
"ENSG00000248408.1","RP11-452C8.1"
"ENSG00000251321.1","PCAT4"
"ENSG00000248719.1","RP11-377G16.2"
"ENSG00000251059.4","RP11-100N20.1"
"ENSG00000251331.5","RP11-689K5.3"
"ENSG00000273156.1","RP11-127B20.2"
"ENSG00000272677.1","RP11-127B20.3"
"ENSG00000231782.5","LINC00575"
"ENSG00000251022.5","THAP9-AS1"
"ENSG00000250057.1","RP11-576N17.5"
"ENSG00000249171.1","RP11-767N15.1"
"ENSG00000250546.4","RP11-8L2.1"
"ENSG00000248749.1","RP11-42A4.1"
"ENSG00000251260.1","WDFY3-AS1"
"ENSG00000180769.7","WDFY3-AS2"
"ENSG00000273389.1","RP13-514E23.2"
"ENSG00000261496.1","RP13-514E23.1"
"ENSG00000250062.4","RP11-778J15.1"
"ENSG00000250572.1","RP11-529H2.1"
"ENSG00000255723.1","RP11-529H2.2"
"ENSG00000272856.1","RP11-710E1.2"
"ENSG00000249001.4","RP11-742B18.1"
"ENSG00000246375.2","RP11-10L7.1"
"ENSG00000248019.2","FAM13A-AS1"
"ENSG00000270720.1","RP11-84C13.2"
"ENSG00000251095.5","RP11-115D19.1"
"ENSG00000274238.1","RP11-115D19.3"
"ENSG00000277695.1","RP11-115D19.4"
"ENSG00000276542.1","RP11-115D19.2"
"ENSG00000247775.2","SNCA-AS1"
"ENSG00000248984.1","AC004054.1"
"ENSG00000249049.1","RP11-763F8.1"
"ENSG00000279013.1","RP11-254A24.2"
"ENSG00000249052.1","RP11-354O24.1"
"ENSG00000280056.1","RP11-562F9.3"
"ENSG00000249152.1","RP11-562F9.2"
"ENSG00000248511.1","RP11-9B6.1"
"ENSG00000248627.1","RP11-428L21.1"
"ENSG00000250908.1","RP11-703C10.1"
"ENSG00000246541.2","RP11-363G15.2"
"ENSG00000249951.1","RP11-554D13.1"
"ENSG00000249599.1","BMPR1B-AS1"
"ENSG00000271474.1","RP11-710C12.1"
"ENSG00000248510.2","RP11-145G20.1"
"ENSG00000253170.1","RP11-431J17.1"
"ENSG00000254044.4","RP11-681L8.1"
"ENSG00000251620.1","STPG2-AS1"
"ENSG00000214559.3","RP11-323J4.1"
"ENSG00000251523.1","RP11-724M22.1"
"ENSG00000260641.1","RP11-1299A16.3"
"ENSG00000263923.1","RP11-571L19.7"
"ENSG00000272777.1","RP11-571L19.8"
"ENSG00000246090.5","RP11-696N14.1"
"ENSG00000248676.1","RP11-766F14.1"
"ENSG00000279913.1","AP001962.3"
"ENSG00000279098.1","RP11-15B17.4"
"ENSG00000245322.5","RP11-15B17.1"
"ENSG00000249710.1","RP11-588P8.1"
"ENSG00000250223.1","LINC01216"
"ENSG00000251219.1","LINC01217"
"ENSG00000251636.1","LINC01218"
"ENSG00000254531.1","FLJ20021"
"ENSG00000251309.1","RP11-498M5.2"
"ENSG00000248161.4","RP11-499E18.1"
"ENSG00000260651.1","AF213884.2"
"ENSG00000246560.2","RP11-10L12.4"
"ENSG00000248740.4","RP11-328K4.1"
"ENSG00000251577.4","RP11-297P16.3"
"ENSG00000250920.1","RP11-297P16.4"
"ENSG00000249614.1","RP11-703G6.1"
"ENSG00000251170.4","RP11-729M20.1"
"ENSG00000245384.1","AC004053.1"
"ENSG00000250670.1","AC004063.1"
"ENSG00000248242.1","RP11-556I14.2"
"ENSG00000248373.4","RP11-556I14.1"
"ENSG00000251259.1","AC004069.2"
"ENSG00000251586.1","TET2-AS1"
"ENSG00000250522.1","AC004066.3"
"ENSG00000249885.1","ARHGEF38-IT1"
"ENSG00000251175.4","RP11-45L9.1"
"ENSG00000250740.1","RP11-710F7.2"
"ENSG00000249635.1","RP11-710F7.3"
"ENSG00000250298.1","GIMD1"
"ENSG00000249613.1","RP13-612N21.1"
"ENSG00000251081.1","RP11-713M6.2"
"ENSG00000245293.2","RP11-286E11.1"
"ENSG00000249604.1","RP11-286E11.2"
"ENSG00000232021.5","LEF1-AS1"
"ENSG00000234492.4","RPL34-AS1"
"ENSG00000246774.1","AC004051.2"
"ENSG00000247950.5","SEC24B-AS1"
"ENSG00000273447.1","AC004067.5"
"ENSG00000272795.1","RP11-602N24.3"
"ENSG00000250511.1","RP11-380D23.1"
"ENSG00000250103.2","RP11-380D23.2"
"ENSG00000249519.1","LINC01438"
"ENSG00000248656.1","RP11-255I10.2"
"ENSG00000250855.1","RP11-269F21.1"
"ENSG00000248432.1","RP11-269F21.2"
"ENSG00000249815.1","RP11-269F21.3"
"ENSG00000260526.1","RP11-73K9.2"
"ENSG00000272567.1","RP11-73K9.3"
"ENSG00000249509.1","RP11-402J6.1"
"ENSG00000249532.3","RP11-148B6.1"
"ENSG00000250046.3","RP11-148B6.2"
"ENSG00000251126.2","RP11-119H12.6"
"ENSG00000248152.1","RP11-650J17.1"
"ENSG00000249373.2","RP11-650J17.2"
"ENSG00000249304.1","RP11-26P13.2"
"ENSG00000248173.4","RP11-659O3.1"
"ENSG00000250791.1","RP11-55L3.1"
"ENSG00000224932.1","AC107399.2"
"ENSG00000228358.4","AC113617.1"
"ENSG00000236922.8","LINC01378"
"ENSG00000229565.1","AC108056.1"
"ENSG00000269893.5","SNHG8"
"ENSG00000260404.2","RP11-384K6.6"
"ENSG00000281731.1","RP11-384K6.8"
"ENSG00000280551.1","RP11-358D17.2"
"ENSG00000260091.1","RP11-33B1.4"
"ENSG00000250950.1","RP11-33B1.3"
"ENSG00000250772.4","LINC01365"
"ENSG00000250392.2","RP11-700N1.1"
"ENSG00000253825.1","RP11-96A1.5"
"ENSG00000250938.4","RP11-679C8.2"
"ENSG00000249409.1","RP11-501E14.1"
"ENSG00000250344.1","RP11-647P12.1"
"ENSG00000226757.2","PP12613"
"ENSG00000261501.1","RP11-63B13.1"
"ENSG00000227145.1","IL21-AS1"
"ENSG00000273007.1","RP11-170N16.3"
"ENSG00000249125.1","RP11-381N20.2"
"ENSG00000251526.1","RP11-381N20.1"
"ENSG00000249464.4","LINC01091"
"ENSG00000226655.1","AC096732.2"
"ENSG00000249837.1","CTD-2325B11.1"
"ENSG00000261083.1","RP11-93I21.3"
"ENSG00000250149.1","RP11-399F2.2"
"ENSG00000251649.1","RP11-318I4.1"
"ENSG00000250945.1","RP11-810P8.1"
"ENSG00000248491.4","RP11-125O18.1"
"ENSG00000261668.1","RP11-50D9.3"
"ENSG00000251432.5","RP11-420A23.1"
"ENSG00000273077.1","RP11-130C6.1"
"ENSG00000248187.1","RP11-184M15.1"
"ENSG00000248802.1","RP11-184M15.2"
"ENSG00000280711.1","JADRR"
"ENSG00000250193.1","RP11-419L4.1"
"ENSG00000246876.5","RP11-519M16.1"
"ENSG00000249618.4","RP11-422J15.1"
"ENSG00000251326.1","RP11-521E5.1"
"ENSG00000280059.1","RP11-401I19.2"
"ENSG00000250503.1","RP11-401I19.1"
"ENSG00000250102.4","RP11-314N14.1"
"ENSG00000251676.1","RP11-614F17.2"
"ENSG00000251555.1","RP11-745L13.2"
"ENSG00000251598.1","RP11-789C2.1"
"ENSG00000249463.1","RP11-1E22.1"
"ENSG00000248369.1","RP11-62N21.1"
"ENSG00000251398.1","LINC01256"
"ENSG00000251488.1","RP11-404I7.2"
"ENSG00000249513.2","RP11-404I7.1"
"ENSG00000250241.4","RP11-9G1.3"
"ENSG00000251388.1","RP11-427M20.1"
"ENSG00000251199.4","RP11-400D2.2"
"ENSG00000251291.1","RP11-400D2.3"
"ENSG00000249000.1","CTD-2012I17.1"
"ENSG00000249847.1","RP11-192C21.2"
"ENSG00000248434.1","RP11-553P9.2"
"ENSG00000248456.1","RP11-553P9.3"
"ENSG00000250865.1","RP11-780O17.1"
"ENSG00000248330.4","LINC00613"
"ENSG00000261166.1","RP11-775H9.3"
"ENSG00000251567.4","RP11-775H9.2"
"ENSG00000250665.1","RP11-775H9.1"
"ENSG00000279749.1","RP11-625B21.1"
"ENSG00000248869.4","RP11-138I17.1"
"ENSG00000250341.1","RP11-785F11.1"
"ENSG00000251632.1","RP11-714L20.1"
"ENSG00000280352.1","RP13-884E18.3"
"ENSG00000250126.1","RP13-884E18.2"
"ENSG00000250777.1","RP13-884E18.4"
"ENSG00000250034.1","RP11-793B23.1"
"ENSG00000248307.4","LINC00616"
"ENSG00000250033.4","SLC7A11-AS1"
"ENSG00000249091.1","RP11-733C7.1"
"ENSG00000248397.1","LINC00498"
"ENSG00000251372.4","LINC00499"
"ENSG00000249381.1","LINC00500"
"ENSG00000250977.1","RP11-173E2.2"
"ENSG00000250501.2","RP11-98O2.1"
"ENSG00000250195.1","RP11-371F15.3"
"ENSG00000250577.1","RP11-577B7.1"
"ENSG00000273247.4","RP11-83A24.2"
"ENSG00000272717.1","RP11-342I1.2"
"ENSG00000261268.1","RP11-308D13.3"
"ENSG00000250698.1","RP11-392B6.1"
"ENSG00000196951.9","SCOC-AS1"
"ENSG00000280262.1","RP11-542P2.2"
"ENSG00000248335.1","RP11-102N12.2"
"ENSG00000273472.1","RP11-102N12.3"
"ENSG00000248747.1","RP11-586L23.1"
"ENSG00000248810.1","RP11-362F19.1"
"ENSG00000272632.1","RP11-362F19.3"
"ENSG00000250141.1","RP11-208N20.1"
"ENSG00000251248.1","RP11-223C24.2"
"ENSG00000249806.1","RP11-223C24.1"
"ENSG00000250326.1","RP11-284M14.1"
"ENSG00000250969.1","RP11-364L4.3"
"ENSG00000245112.2","SMARCA5-AS1"
"ENSG00000246448.2","RP13-578N3.3"
"ENSG00000251600.4","RP11-673E1.1"
"ENSG00000248828.1","RP11-673E1.4"
"ENSG00000261129.1","RP11-361D14.2"
"ENSG00000248890.1","HHIP-AS1"
"ENSG00000250406.1","RP13-539F13.3"
"ENSG00000272727.1","RP11-142A22.4"
"ENSG00000278943.1","RP11-142A22.3"
"ENSG00000250582.1","SMAD1-AS2"
"ENSG00000250902.1","SMAD1-AS1"
"ENSG00000248686.1","RP11-557J10.5"
"ENSG00000248356.1","RP11-557J10.4"
"ENSG00000279481.1","RP11-181K12.1"
"ENSG00000251687.1","RP11-181K12.2"
"ENSG00000260303.1","RP11-203B7.2"
"ENSG00000251024.1","RP11-203B7.1"
"ENSG00000248809.4","LINC01095"
"ENSG00000279845.1","RP11-6L6.4"
"ENSG00000250673.1","RP11-6L6.2"
"ENSG00000280250.1","RP11-6L6.6"
"ENSG00000251010.1","RP11-6L6.7"
"ENSG00000248764.1","RP11-292D4.2"
"ENSG00000248346.1","RP11-292D4.1"
"ENSG00000260090.1","RP11-292D4.3"
"ENSG00000279376.1","RP11-292D4.4"
"ENSG00000280219.1","RP11-752L20.3"
"ENSG00000251688.1","RP11-752L20.5"
"ENSG00000251298.1","RP11-425A23.1"
"ENSG00000250354.1","RP11-76G10.1"
"ENSG00000250357.1","RP11-503L19.1"
"ENSG00000279016.1","RP11-360A10.1"
"ENSG00000249317.1","CTB-191D16.1"
"ENSG00000249752.1","RP11-563M4.1"
"ENSG00000250252.1","RP11-342A1.1"
"ENSG00000248210.1","RP11-24I21.1"
"ENSG00000234828.6","RP11-526A4.1"
"ENSG00000250905.1","RP11-707F2.1"
"ENSG00000250704.1","RP11-423J7.1"
"ENSG00000249690.1","RP11-1336O20.2"
"ENSG00000270681.1","RP11-372K14.2"
"ENSG00000270265.1","RP11-731D1.4"
"ENSG00000251611.1","RP11-610P16.1"
"ENSG00000251603.1","RP11-164P12.4"
"ENSG00000278978.1","RP11-164P12.5"
"ENSG00000251455.1","RP11-164P12.3"
"ENSG00000249184.1","RP11-424M21.1"
"ENSG00000249708.1","RP11-503L23.1"
"ENSG00000249818.1","RP11-73G16.3"
"ENSG00000248991.1","RP11-73G16.2"
"ENSG00000251249.1","RP11-73G16.1"
"ENSG00000245954.5","RP11-18H21.1"
"ENSG00000250706.1","RP11-18H21.2"
"ENSG00000251377.1","RP11-18H21.3"
"ENSG00000270302.1","RP11-461L13.4"
"ENSG00000270883.1","RP11-461L13.5"
"ENSG00000270750.1","RP11-461L13.3"
"ENSG00000270751.1","DEAR"
"ENSG00000268471.4","DKFZP434I0714"
"ENSG00000248571.1","RP11-768B22.2"
"ENSG00000249022.1","RP11-285C1.2"
"ENSG00000249309.1","RP11-153M7.5"
"ENSG00000280241.2","RP11-290O12.2"
"ENSG00000278981.1","RP11-9N12.2"
"ENSG00000280005.1","RP11-9N12.3"
"ENSG00000249041.1","RP11-21G20.3"
"ENSG00000250910.6","AC097467.2"
"ENSG00000250538.4","RP11-92A5.2"
"ENSG00000249924.2","RP11-27G13.1"
"ENSG00000251244.1","RP13-487K5.1"
"ENSG00000260244.1","RP11-588K22.2"
"ENSG00000251511.1","RP11-171N4.1"
"ENSG00000251283.1","RP11-171N4.2"
"ENSG00000249479.1","RP11-171N4.3"
"ENSG00000248912.1","RP11-171N4.4"
"ENSG00000248629.1","RP11-154F14.2"
"ENSG00000280284.1","RP11-154F14.3"
"ENSG00000278880.1","RP11-612J15.1"
"ENSG00000234111.5","RP11-364P22.1"
"ENSG00000249275.1","RP11-364P22.2"
"ENSG00000279703.1","RP11-364P22.3"
"ENSG00000279994.1","RP11-312A15.2"
"ENSG00000279139.1","RP11-597D13.1"
"ENSG00000280140.1","RP11-597D13.2"
"ENSG00000248429.4","RP11-597D13.9"
"ENSG00000250604.1","RP11-597D13.8"
"ENSG00000249901.1","RP11-781M16.2"
"ENSG00000250180.1","RP11-138A23.2"
"ENSG00000250488.1","RP11-6C14.1"
"ENSG00000249425.1","RP11-502M1.2"
"ENSG00000249568.1","RP11-234O6.2"
"ENSG00000249419.1","RP11-497K21.1"
"ENSG00000248431.1","AC005150.1"
"ENSG00000250027.1","RP11-563E2.2"
"ENSG00000273449.1","RP11-218F10.3"
"ENSG00000248771.4","LINC01207"
"ENSG00000250887.1","RP11-366M4.13"
"ENSG00000249500.1","LINC01179"
"ENSG00000249675.1","RP11-217C7.1"
"ENSG00000250150.1","RP11-436A7.1"
"ENSG00000248601.1","RP11-310I9.1"
"ENSG00000249623.1","RP11-610J23.1"
"ENSG00000249609.1","RP11-635L1.3"
"ENSG00000279384.1","RP11-635L1.2"
"ENSG00000251445.1","RP11-483A20.3"
"ENSG00000251171.1","RP11-327O17.2"
"ENSG00000248319.1","RP11-205M3.3"
"ENSG00000251200.1","RP11-6E9.5"
"ENSG00000249955.1","RP11-6E9.4"
"ENSG00000250266.1","RP11-789C1.1"
"ENSG00000251061.2","RP11-789C1.2"
"ENSG00000250968.1","RP11-322J23.1"
"ENSG00000248872.1","RP11-344G13.1"
"ENSG00000248339.1","RP11-717H13.1"
"ENSG00000251176.1","RP11-97E7.1"
"ENSG00000249297.1","RP11-97E7.2"
"ENSG00000245213.5","RP11-10K16.1"
"ENSG00000248774.1","RP11-798M19.3"
"ENSG00000272870.1","RP11-798M19.6"
"ENSG00000261646.1","RP11-489G11.3"
"ENSG00000237125.7","HAND2-AS1"
"ENSG00000261672.1","RP11-475B2.1"
"ENSG00000250043.1","RP11-161D15.2"
"ENSG00000250708.1","RP11-161D15.1"
"ENSG00000251216.1","RP11-161D15.3"
"ENSG00000248174.4","RP11-148L24.1"
"ENSG00000250957.1","RP11-248N22.1"
"ENSG00000251213.1","RP11-248N22.2"
"ENSG00000249875.1","RP11-51M24.1"
"ENSG00000250596.1","RP11-440I14.2"
"ENSG00000251584.1","RP11-440I14.3"
"ENSG00000250431.1","RP13-577H12.2"
"ENSG00000248551.1","RP11-287F9.2"
"ENSG00000249945.1","RP11-598D14.1"
"ENSG00000249106.1","RP11-806K15.1"
"ENSG00000248980.1","RP11-87F15.2"
"ENSG00000248388.4","RP11-313E19.2"
"ENSG00000249458.1","RP11-624A4.1"
"ENSG00000250263.1","RP11-765K14.1"
"ENSG00000249008.1","RP11-487E13.1"
"ENSG00000249084.1","RP11-376O6.2"
"ENSG00000250131.1","RP11-130F10.1"
"ENSG00000251416.1","RP11-140M13.1"
"ENSG00000231171.3","LINC01098"
"ENSG00000251504.1","LINC01099"
"ENSG00000250993.1","RP11-404J23.1"
"ENSG00000249883.1","RP11-460H9.1"
"ENSG00000248197.1","LINC00290"
"ENSG00000249460.1","RP11-665C14.2"
"ENSG00000251336.1","RP11-540E16.2"
"ENSG00000177822.6","AC108142.1"
"ENSG00000248266.1","RP11-402C9.1"
"ENSG00000248816.1","RP11-18D7.3"
"ENSG00000248694.1","RP11-18D7.2"
"ENSG00000272646.1","RP11-188P17.2"
"ENSG00000273180.1","RP11-335L23.4"
"ENSG00000272784.1","RP11-335L23.5"
"ENSG00000251359.4","WWC2-AS2"
"ENSG00000251128.1","WWC2-AS1"
"ENSG00000232648.3","RP11-367N14.2"
"ENSG00000272744.1","RP11-367N14.3"
"ENSG00000248206.1","RP11-739P1.2"
"ENSG00000180712.3","RP11-290F5.2"
"ENSG00000249096.5","RP11-290F5.1"
"ENSG00000270426.1","RP11-326I11.5"
"ENSG00000271646.1","RP11-326I11.3"
"ENSG00000271538.4","RP11-326I11.4"
"ENSG00000254233.1","RP11-242J7.1"
"ENSG00000251139.2","RP11-701P16.2"
"ENSG00000251230.4","RP11-701P16.5"
"ENSG00000249173.4","LINC01093"
"ENSG00000279460.1","RP11-517M22.1"
"ENSG00000248517.1","RP11-386B13.4"
"ENSG00000250754.4","RP11-386B13.3"
"ENSG00000250410.1","RP11-714G18.1"
"ENSG00000249679.1","RP11-279O9.4"
"ENSG00000233110.1","RP11-301L8.2"
"ENSG00000235902.1","RP11-626E13.1"
"ENSG00000235149.1","RP11-45I20.1"
"ENSG00000279943.1","FLJ38576"
"ENSG00000251165.4","F11-AS1"
"ENSG00000250829.2","RP11-11N5.1"
"ENSG00000272218.1","RP11-11N5.3"
"ENSG00000249742.1","RP11-217E13.1"
"ENSG00000250971.1","RP11-696F12.1"
"ENSG00000249747.1","RP11-308K2.1"
"ENSG00000250658.1","RP11-138B4.1"
"ENSG00000250042.1","RP11-91J3.2"
"ENSG00000250620.1","RP11-91J3.3"
"ENSG00000251490.1","RP11-237D3.1"
"ENSG00000250590.4","RP11-565A3.2"
"ENSG00000249642.1","RP11-565A3.1"
"ENSG00000247130.2","RP11-366H4.3"
"ENSG00000248370.1","RP11-366H4.1"
"ENSG00000249378.4","LINC01060"
"ENSG00000278974.1","RP11-756P10.6"
"ENSG00000249269.1","RP11-756P10.4"
"ENSG00000251619.1","RP11-756P10.5"
"ENSG00000250626.2","RP11-756P10.2"
"ENSG00000250024.1","RP11-818C3.1"
"ENSG00000251310.1","RP11-706F1.1"
"ENSG00000249877.1","RP11-706F1.2"
"ENSG00000250739.1","LINC01262"
"ENSG00000272566.1","RP11-462G22.2"
"ENSG00000245685.5","AF146191.4"
"ENSG00000274358.1","RP11-463J17.2"
"ENSG00000250666.1","RP11-463J17.1"
"ENSG00000281591.1","DBET"
"ENSG00000249430.1","CTD-2231H16.1"
