logFC AveExpr t P.Value adj.P.Val B Symbol ENSG_id
ENSG00000276523.1 -1.74875378400557 -0.61441977202561 -13.6636208340406 1.51765716501487e-37 7.28733397932072e-37 74.0196716876525 RP11-490B18.6 ENSG00000276523.1
ENSG00000275413.1 -1.95974197895779 0.533757819164446 -13.6325070653779 2.11483550730288e-37 1.00944354392695e-36 73.689505170236 CTC-529I10.1 ENSG00000275413.1
ENSG00000260735.1 -1.56928055316973 0.315856804434272 -13.6304940503937 2.16069605456028e-37 1.03101089497395e-36 73.6681582554017 RP11-72I8.1 ENSG00000260735.1
ENSG00000206337.10 1.81498147895416 3.3940606866251 13.5876646917736 3.55980610834815e-37 1.68543892560059e-36 73.1721610066818 HCP5 ENSG00000206337.10
ENSG00000237298.8 -1.58652669912455 2.09826974311404 -13.4538600248154 1.40990579432324e-36 6.58344441150937e-36 71.8019119412887 TTN-AS1 ENSG00000237298.8
ENSG00000266053.2 -1.14509634295278 -0.0619611502134466 -13.4502970998292 1.46406792423806e-36 6.83007834380785e-36 71.7644080923012 NDUFV2-AS1 ENSG00000266053.2
ENSG00000263731.1 1.16085450106088 0.376244258589806 13.4485688920888 1.49108097273476e-36 6.95397133569818e-36 71.7462187526867 RP11-498C9.15 ENSG00000263731.1
ENSG00000258708.1 -1.77356918637904 -0.511190730741635 -13.4110082143779 2.21783149617699e-36 1.02742239520741e-35 71.3512198579066 SLC25A21-AS1 ENSG00000258708.1
ENSG00000270127.2 -1.63683918377416 -0.392007618412466 -13.4078291675958 2.29355993726392e-36 1.06218144635583e-35 71.3178167667876 RP11-526I2.5 ENSG00000270127.2
ENSG00000279088.1 -1.46176991450353 1.98140639319629 -13.3626527194465 3.69416150074449e-36 1.70306538814921e-35 70.8436212321414 RP11-574K11.24 ENSG00000279088.1
ENSG00000278600.1 -1.26539884079011 0.629006228498294 -13.3512503221107 4.16583353043181e-36 1.91819470288974e-35 70.7240794363873 RP11-81A1.6 ENSG00000278600.1
ENSG00000196756.11 1.45731914150032 4.82714188901556 13.3259609151012 5.43696537890063e-36 2.49371337507905e-35 70.4591547568293 SNHG17 ENSG00000196756.11
ENSG00000255310.2 -1.94436554506347 -0.583371566944561 -13.3145681443655 6.12940603207405e-36 2.80288036628566e-35 70.3399008932925 AF131215.2 ENSG00000255310.2
ENSG00000253200.1 -1.21962607294639 0.427793798768204 -13.2773227455726 9.06661604244107e-36 4.126229944136e-35 69.9504414332238 RP11-582J16.5 ENSG00000253200.1
ENSG00000100181.21 -1.93989743999099 1.02469116859039 -13.2780630469584 9.35102165285658e-36 4.25439413403898e-35 69.9204539749992 TPTEP1 ENSG00000100181.21
ENSG00000265401.1 1.53265005905914 5.99026458639876 13.2739111482376 9.39736146304612e-36 4.27420241856794e-35 69.9147990139013 RP11-138I1.4 ENSG00000265401.1
ENSG00000262468.5 1.19286035214832 0.111433216033878 13.2238982013851 1.58804334823813e-35 7.17370484968096e-35 69.3928958860838 LINC01569 ENSG00000262468.5
ENSG00000270055.1 -1.43479218838262 1.43297043604932 -13.2153989917326 1.73594536375934e-35 7.83093886098698e-35 69.3043161857533 CTD-3092A11.2 ENSG00000270055.1
ENSG00000259953.1 1.41935515468312 -0.0859464891620668 13.2141252084599 1.75926352761265e-35 7.93072255133893e-35 69.2910435017822 RP11-4O1.2 ENSG00000259953.1
ENSG00000255182.2 -1.59954089468497 0.998527640560037 -13.2129806133269 1.78048270122231e-35 8.02163721416018e-35 69.2791175728649 CTD-2517M22.14 ENSG00000255182.2
ENSG00000261183.5 3.28532901864792 2.50564424704322 13.2103357557091 2.16734047734068e-35 9.7300703301448e-35 69.0867939408141 RP11-532F12.5 ENSG00000261183.5
ENSG00000260793.2 -1.32712798603716 0.249174244468565 -13.1829311939117 2.4386178272586e-35 1.09286471665188e-34 68.9662355196248 RP5-882C2.2 ENSG00000260793.2
ENSG00000280077.1 -1.51188157888993 1.39508979826354 -13.1479779763241 3.51415261767197e-35 1.56658089370503e-34 68.6028118990114 RP11-87H9.4 ENSG00000280077.1
ENSG00000277639.1 2.6997271983335 -0.597820404628769 13.1233978049188 4.69635651705989e-35 2.08810605268868e-34 68.3150232597297 RP11-295M3.4 ENSG00000277639.1
ENSG00000262001.1 1.27649889537951 1.26891731484707 13.1078253221732 5.34324951550567e-35 2.36882509035277e-34 68.1860179334513 DLGAP1-AS2 ENSG00000262001.1
ENSG00000182873.5 -1.32919903813122 0.907392496561779 -13.1060468538791 5.44325538074115e-35 2.41245964070907e-34 68.1675741409085 RP11-181G12.2 ENSG00000182873.5
ENSG00000215067.9 -1.15327304647821 1.62437411457704 -13.0997792107887 5.81078575595495e-35 2.57310701617105e-34 68.102586492066 ALOX12-AS1 ENSG00000215067.9
ENSG00000205861.11 1.31685031205273 0.273924147162505 13.0708844386901 7.85150383304727e-35 3.45769893109515e-34 67.8032178209988 C1QTNF9B-AS1 ENSG00000205861.11
ENSG00000273568.1 2.0846825841889 0.768850793663806 13.0386112871421 1.16969741427466e-34 5.13193386677018e-34 67.4079893054335 RP11-417L19.6 ENSG00000273568.1
ENSG00000260807.6 -2.0051124184995 0.513757710263915 -13.0278176693473 1.26025294088456e-34 5.52764767486887e-34 67.3330865512208 RP11-161M6.2 ENSG00000260807.6
ENSG00000279117.1 -1.32125179721707 2.48032902504208 -13.0235121294182 1.28500269090817e-34 5.63296438212764e-34 67.3132450424259 CTD-2562J17.6 ENSG00000279117.1
ENSG00000241388.4 4.18828512769101 0.488142551594351 13.0244493253941 1.49579579564667e-34 6.54008737821439e-34 67.1653660551461 HNF1A-AS1 ENSG00000241388.4
ENSG00000259820.1 -1.36612485119912 0.132286165301876 -13.0067706947775 1.52900160395049e-34 6.68144356008729e-34 67.1403370799892 AC083843.1 ENSG00000259820.1
ENSG00000276259.1 -1.30531643358035 0.399240406335707 -12.9999838105793 1.64059310291462e-34 7.15882373711741e-34 67.0702783105938 RP11-481J2.4 ENSG00000276259.1
ENSG00000261094.2 -1.24782416438301 0.588735224822074 -12.993810362429 1.74912431321304e-34 7.62368325658999e-34 67.0065704771467 RP11-355O1.11 ENSG00000261094.2
ENSG00000267390.1 -1.21056364097842 -0.249758403412504 -12.9864318275896 1.88825672492875e-34 8.22540158160711e-34 66.9304498804847 RP11-635N19.1 ENSG00000267390.1
ENSG00000157306.14 -1.42766810484398 0.51298897502249 -12.9841923242977 1.93262622637782e-34 8.41387359685892e-34 66.9073510870008 RP11-66N24.4 ENSG00000157306.14
ENSG00000272510.1 3.64463036093245 -1.38176589840872 12.9849276204665 2.04274352450164e-34 8.88820663613021e-34 66.8534915109919 RP4-680D5.8 ENSG00000272510.1
ENSG00000251562.7 -2.1243489176671 6.15085214201502 -12.9722907776971 2.34961556562226e-34 1.02059753569384e-33 66.7144803248763 MALAT1 ENSG00000251562.7
ENSG00000248101.2 -3.32479549378789 -1.62886751427631 -12.9380629187649 3.11668832412779e-34 1.34879660665445e-33 66.4320825596583 AC002116.8 ENSG00000248101.2
ENSG00000235314.1 -1.31853203012772 0.736738133234564 -12.8864657259509 5.31290996544954e-34 2.27408646248408e-33 65.901663196884 LINC00957 ENSG00000235314.1
ENSG00000272153.1 -1.32657967250795 0.464249735418747 -12.8763297296584 5.89893404586522e-34 2.52023975045528e-33 65.7976125883125 RP1-286D6.5 ENSG00000272153.1
ENSG00000262823.1 3.36549203717851 -1.55730971080872 12.8769265479137 5.89955827523816e-34 2.52023975045528e-33 65.797633552545 RP13-580F15.2 ENSG00000262823.1
ENSG00000251141.5 -2.20653994536866 -0.65680109936623 -12.8748072278105 5.99235220663516e-34 2.55844760459612e-33 65.7819876086864 RP11-53O19.1 ENSG00000251141.5
ENSG00000234431.2 3.68038531568536 -1.27614538385768 12.8475536898486 8.61470565686825e-34 3.65963059859441e-33 65.4226823221539 AC007283.5 ENSG00000234431.2
ENSG00000260963.1 4.13402633858621 -2.67850657981753 12.8359770351357 8.94280439841705e-34 3.79583976343495e-33 65.3838559295103 RP11-297L17.2 ENSG00000260963.1
ENSG00000176868.2 -4.97623221082216 -0.32151345833753 -12.7741558135742 1.9650209710969e-33 8.23075093741989e-33 64.6041411239161 RP11-334J6.7 ENSG00000176868.2
ENSG00000253552.7 -1.41037864632574 2.00611403117053 -12.7519216961647 2.12231341560575e-33 8.87253799809969e-33 64.5244812396154 HOXA-AS2 ENSG00000253552.7
ENSG00000233930.3 2.09902649462862 -0.786869822917421 12.7422516435872 2.34367161942539e-33 9.78721887608385e-33 64.4258321384275 KRTAP5-AS1 ENSG00000233930.3
ENSG00000269352.1 -1.53648290516947 2.75911914644479 -12.7173162779409 3.02631042289186e-33 1.25931166124428e-32 64.1716611109449 PTOV1-AS2 ENSG00000269352.1
ENSG00000255774.1 4.4774346002057 -0.845620664959039 12.7160616416972 3.53598182071628e-33 1.46859250408459e-32 64.0198453121217 AP000439.3 ENSG00000255774.1
ENSG00000269416.5 3.19796369156653 -0.688576179096773 12.6533291966474 6.41713216787691e-33 2.63366562337805e-32 63.4263604249408 LINC01224 ENSG00000269416.5
ENSG00000267248.1 -1.41423481414836 -0.0315638230399202 -12.6303724019167 7.36202928666884e-33 3.01740345964893e-32 63.2877725759101 CTD-2319I12.4 ENSG00000267248.1
ENSG00000272990.1 -1.36584961631183 1.26962339720049 -12.6018093348722 9.85126824547044e-33 4.02466783836774e-32 62.9981952447554 RP11-305K5.1 ENSG00000272990.1
ENSG00000270012.1 -1.36151698512522 -0.0790762095346117 -12.599633093747 1.00721660750919e-32 4.11271128146487e-32 62.9761484369256 LL0XNC01-7P3.1 ENSG00000270012.1
ENSG00000259291.2 -1.43203155048965 2.84503734782115 -12.5947196784955 1.05891976489556e-32 4.32035865565172e-32 62.9263806876955 RP11-617F23.1 ENSG00000259291.2
ENSG00000274605.1 1.29617743010484 2.13351687316281 12.5688424746874 1.37808943581063e-32 5.59860302084983e-32 62.6644664000738 RP11-12G12.7 ENSG00000274605.1
ENSG00000244239.1 2.67769599737986 0.485812889923886 12.5711436526996 1.5208650756291e-32 6.17535180429115e-32 62.5690267931606 AC007009.1 ENSG00000244239.1
ENSG00000269293.2 -1.2710617822391 1.12339980278812 -12.5462404178214 1.73418723620579e-32 7.02843418924529e-32 62.4359695453041 ZSCAN16-AS1 ENSG00000269293.2
ENSG00000258515.1 -1.80455192782059 -0.169690437757427 -12.5426308537511 1.79898333135787e-32 7.2813719076318e-32 62.3995016493957 RP11-203M5.7 ENSG00000258515.1
ENSG00000255495.1 -1.35580403226853 0.072008500451108 -12.5115000124002 2.4678125577483e-32 9.93835284277993e-32 62.0852485820951 AC145124.2 ENSG00000255495.1
ENSG00000262903.1 -1.63392864435563 -0.335239438391978 -12.4745918287374 3.5876473057441e-32 1.43798107328235e-31 61.7132946415569 RP11-235E17.6 ENSG00000262903.1
ENSG00000267169.1 -1.10809770652619 0.34989456314928 -12.4594501467319 4.18207029549592e-32 1.67271846769246e-31 61.5608944190976 CTB-55O6.12 ENSG00000267169.1
ENSG00000272009.1 1.20827771664542 -0.195155244801005 12.4488927633237 4.65356575717707e-32 1.85838077554283e-31 61.4547021659381 RP1-313I6.12 ENSG00000272009.1
ENSG00000248663.6 4.1934439042101 -1.93700705057102 12.4194647324166 6.62252852736598e-32 2.6295333858659e-31 61.105153522596 LINC00992 ENSG00000248663.6
ENSG00000260306.1 -1.39680501071849 -0.240233239772112 -12.4082828104015 7.01496549059531e-32 2.78173378110298e-31 61.0467401413105 RP11-645C24.5 ENSG00000260306.1
ENSG00000278126.1 -1.22599165647712 -0.059690822210784 -12.4042670061166 7.30519895171152e-32 2.8953185245092e-31 61.0064425426135 RP11-454E5.4 ENSG00000278126.1
ENSG00000262089.1 -1.54043896866827 0.362637503446399 -12.3879810243028 8.60992583707883e-32 3.40094299960221e-31 60.843099271767 RP11-589P10.5 ENSG00000262089.1
ENSG00000259704.1 3.58405588139347 -1.41793889872772 12.3882717838399 9.11971070262658e-32 3.60044479214722e-31 60.787227590197 CTD-3094K11.1 ENSG00000259704.1
ENSG00000263272.1 -1.32441907930801 1.1673629510797 -12.347696210821 1.29207799566456e-31 5.07744714679621e-31 60.4396252858085 CTC-524C5.2 ENSG00000263272.1
ENSG00000273466.1 -1.41550083694716 1.47852980746501 -12.3363526790616 1.4483247874867e-31 5.67828183837307e-31 60.3261605923051 RP11-548H3.1 ENSG00000273466.1
ENSG00000266642.2 1.41652155608234 1.1167781288416 12.3288225557337 1.5622886855267e-31 6.11879689286518e-31 60.250875574264 RP11-20B24.4 ENSG00000266642.2
ENSG00000258297.1 -1.3144250373633 2.62800890345526 -12.308842802506 1.90978087914042e-31 7.44917087989953e-31 60.0512593926045 RP11-658F2.8 ENSG00000258297.1
ENSG00000223374.1 -1.83383250662365 0.0721147329262679 -12.260709746957 3.09567645806207e-31 1.199201228231e-30 59.5711931266806 AC005104.3 ENSG00000223374.1
ENSG00000268030.1 -1.23649939606704 0.453222928573277 -12.2531334412359 3.33986291523526e-31 1.29313727847497e-30 59.4957358904904 AC005253.2 ENSG00000268030.1
ENSG00000260917.1 -1.08224731985039 0.540943829039565 -12.2389552908517 3.84946429405677e-31 1.48742598292391e-30 59.3546049547743 RP11-57H14.4 ENSG00000260917.1
ENSG00000268575.1 -1.20367288810494 0.400551663347991 -12.2284602706653 4.27585548175364e-31 1.65051051047955e-30 59.2502021004743 RP1-283E3.8 ENSG00000268575.1
ENSG00000272777.1 -1.16249072192686 -0.206369925995658 -12.1786368278207 7.03528667993217e-31 2.70267686482914e-30 58.7553316509771 RP11-571L19.8 ENSG00000272777.1
ENSG00000273179.1 -1.81420534581407 1.1374626092442 -12.1696985695831 8.01875908322676e-31 3.0735218546388e-30 58.6262288395581 RP11-20I20.4 ENSG00000273179.1
ENSG00000260051.1 -2.19117935661387 -0.821713607772217 -12.1538690017897 9.0070887271114e-31 3.44714346543112e-30 58.5097977393166 LA16c-390E6.4 ENSG00000260051.1
ENSG00000265519.1 -2.34892947249468 -0.124209430526687 -12.1396184928594 1.09246562008506e-30 4.17264973319919e-30 58.3191357332315 CTD-3157E16.1 ENSG00000265519.1
ENSG00000237037.9 -1.07011160591862 1.64418810625923 -12.1318117529235 1.12209730604316e-30 4.28475454410222e-30 58.2913997726192 NDUFA6-AS1 ENSG00000237037.9
ENSG00000175772.10 1.8958274630007 2.43772900274113 12.119120268305 1.38331387586254e-30 5.27034295111964e-30 58.0852932669458 LINC01106 ENSG00000175772.10
ENSG00000271133.5 1.33568941504655 1.16222612380941 12.1031678335302 1.49217069023422e-30 5.6808245269586e-30 58.0081578853678 CTA-293F17.1 ENSG00000271133.5
ENSG00000235652.7 -1.27534815262761 0.603650490211513 -12.1029070596404 1.49604493427126e-30 5.69415306195313e-30 58.0055811965051 RP11-545I5.3 ENSG00000235652.7
ENSG00000271335.5 -1.34106253145315 -0.298841991239777 -12.0945936348036 1.62494128892557e-30 6.17858408837476e-30 57.9234552055919 RP11-324I22.4 ENSG00000271335.5
ENSG00000232956.8 1.23532410827935 4.20029898659238 12.0883228750531 1.72942382916168e-30 6.57094906945489e-30 57.8615317343363 SNHG15 ENSG00000232956.8
ENSG00000277701.4 -1.97396667803705 1.53941849781343 -12.0664846690552 2.32984844158311e-30 8.82588477187741e-30 57.567238884386 RP11-734K23.9 ENSG00000277701.4
ENSG00000267896.1 -1.29872172213506 1.77946970105829 -12.0507343714326 2.51157332288742e-30 9.50013663294015e-30 57.490773263179 AC018766.4 ENSG00000267896.1
ENSG00000275180.1 -1.54226252373703 0.949613923405462 -12.0106454119845 3.73614656758013e-30 1.40658726279454e-29 57.0961589731245 RP11-631N16.4 ENSG00000275180.1
ENSG00000261087.1 -1.32383876479556 0.768630902130573 -11.9992953554545 4.18014299151909e-30 1.57219135442859e-29 56.9845870061562 KB-1460A1.5 ENSG00000261087.1
ENSG00000271730.1 -2.1913763519535 -0.877104157109802 -11.9934044806259 4.43088860779511e-30 1.66444732115032e-29 56.926705716884 RP11-787I22.3 ENSG00000271730.1
ENSG00000163597.14 1.1815587235744 4.86987234626527 11.9614157653759 6.07768339939604e-30 2.27521620264507e-29 56.6127144086659 SNHG16 ENSG00000163597.14
ENSG00000261114.1 -1.39851339627112 0.176738714518116 -11.9481881242794 6.92506901660701e-30 2.58799431279618e-29 56.4830325084166 RP11-325K4.2 ENSG00000261114.1
ENSG00000272173.1 -1.03773667137217 0.156597001898665 -11.9241957849558 8.77285823316168e-30 3.26414517919223e-29 56.248049322397 U47924.31 ENSG00000272173.1
ENSG00000244513.6 -1.18515497540031 0.416680652253631 -11.9101414928954 1.00751323388584e-29 3.73956554329159e-29 56.1105408287348 CTD-2013N24.2 ENSG00000244513.6
ENSG00000251661.3 -1.41509617561484 -0.230016342843978 -11.8680809833504 1.5236159995288e-29 5.61555015047398e-29 55.699639027866 RP11-326C3.11 ENSG00000251661.3
ENSG00000281691.1 -1.95107549069371 -0.71908840242459 -11.8331186952491 2.14724472863978e-29 7.87787838754206e-29 55.3587940057952 RBM5-AS1 ENSG00000281691.1
ENSG00000271643.1 1.32680146720038 -0.272550796618324 11.795364264856 3.10795934286591e-29 1.13371400706407e-28 54.9914575355063 RP11-10C24.3 ENSG00000271643.1
ENSG00000264772.5 -1.18719591385024 1.01885153942728 -11.7950804199603 3.11660291533789e-29 1.13659520615538e-28 54.9886987052346 RP11-186B7.4 ENSG00000264772.5
ENSG00000272145.1 -1.19752565079354 0.0623202859194668 -11.7802871213475 3.60178057363927e-29 1.31040216195724e-28 54.8449747364499 NFYC-AS1 ENSG00000272145.1
ENSG00000257379.1 -1.22062680312693 1.19658433241196 -11.7742007421314 3.82256727399081e-29 1.38874169480185e-28 54.7858765716903 RP11-793H13.8 ENSG00000257379.1
ENSG00000236383.7 -1.26457503945759 -0.270398412381014 -11.7694606902044 4.00379403383902e-29 1.45354302680186e-28 54.7398648267876 LINC00854 ENSG00000236383.7
ENSG00000260244.1 -1.82428403143373 1.78362523408528 -11.773459294557 4.11145311619114e-29 1.49156283680133e-28 54.7150588983529 RP11-588K22.2 ENSG00000260244.1
ENSG00000274272.1 -1.25435516723816 1.61422023005065 -11.7552651362782 4.59924263557672e-29 1.66417092992701e-28 54.6021402766102 RP11-44M6.7 ENSG00000274272.1
ENSG00000257181.1 2.97568244585219 -0.827770751018106 11.7273088773452 6.45120953844883e-29 2.32545372185815e-28 54.2675934833593 RP11-611O2.5 ENSG00000257181.1
ENSG00000244151.1 -1.37806703671864 0.490698772319333 -11.7132190066538 6.93052302459645e-29 2.49587178329129e-28 54.1948445051796 RP11-148K1.12 ENSG00000244151.1
ENSG00000236935.1 3.87998737489949 0.0276505823191564 11.7205223502984 7.21830836636662e-29 2.59767148216378e-28 54.1570995850475 AP003774.1 ENSG00000236935.1
ENSG00000196295.11 -1.30843891024426 4.13948607061615 -11.666673857436 1.08999841363086e-28 3.89504000935554e-28 53.745076220074 AC005154.6 ENSG00000196295.11
ENSG00000273000.5 -1.32449555808253 0.641473514608998 -11.6500731392675 1.28069328059409e-28 4.5689840962261e-28 53.5849455414998 KB-1572G7.2 ENSG00000273000.5
ENSG00000254665.1 -4.30536784401629 0.345658280116726 -11.6355459424904 1.64588701601983e-28 5.84586878448953e-28 53.3384323864377 RP11-152H18.3 ENSG00000254665.1
ENSG00000277959.1 -1.54816403083605 0.133678598091947 -11.6203476037519 1.70868977362289e-28 6.06610716700422e-28 53.2985856736342 RP11-45A17.2 ENSG00000277959.1
ENSG00000227782.2 -1.23182621835827 0.408537472321812 -11.5767900187618 2.60481756886225e-28 9.20465416098994e-28 52.879842392353 CTC-529I10.2 ENSG00000227782.2
ENSG00000258498.6 -1.82053306539934 3.30653127536728 -11.577303365334 2.78242369347924e-28 9.82770860014488e-28 52.816065681653 DIO3OS ENSG00000258498.6
ENSG00000280064.1 1.55944459929748 3.57435122390778 11.5376457815469 3.90453103583433e-28 1.37338300557188e-27 52.4785202868803 RP11-205M5.3 ENSG00000280064.1
ENSG00000223813.2 2.09623609733026 0.146072968646369 11.480697771974 6.87622521369483e-28 2.39983563566494e-27 51.9169709607959 AC007255.8 ENSG00000223813.2
ENSG00000237943.6 1.38459792927782 1.39092648758226 11.4598312121913 8.0402480976141e-28 2.79968008968507e-27 51.7605861704263 PRKCQ-AS1 ENSG00000237943.6
ENSG00000238005.2 2.08869259612156 -0.620568294597743 11.413041376053 1.25947514109994e-27 4.35774399579941e-27 51.3149334697001 RP11-443B7.1 ENSG00000238005.2
ENSG00000236017.7 -1.52725902545361 2.09210010014681 -11.3850609404923 1.68518745538566e-27 5.81223934702878e-27 51.0264073679007 ASMTL-AS1 ENSG00000236017.7
ENSG00000235499.1 2.75083919186602 -1.35117131617382 11.3769946949082 1.78039385507229e-27 6.13367395192586e-27 50.9712845785484 AC073046.25 ENSG00000235499.1
ENSG00000273058.2 -1.09268933169988 0.389282538254412 -11.373878252948 1.83205437839333e-27 6.307377463866e-27 50.9428554630814 RP11-385F5.5 ENSG00000273058.2
ENSG00000266036.1 2.51160340007712 0.280929531824912 11.3771256693415 1.93503658093884e-27 6.65291481681811e-27 50.8907138845832 RP11-452I5.2 ENSG00000266036.1
ENSG00000215386.10 -2.36262969895334 -0.546431072149208 -11.3363814969458 2.69586920541795e-27 9.21476243079785e-27 50.560054655555 MIR99AHG ENSG00000215386.10
ENSG00000259972.2 -1.25541149986873 2.3991623202366 -11.2970185628 3.81309055099382e-27 1.29985913643376e-26 50.2151197829869 AC009120.6 ENSG00000259972.2
ENSG00000278903.3 1.45813811988277 -0.121729124064127 11.2845175759335 4.29457330836108e-27 1.46232110436814e-26 50.0970687731309 CH507-145C22.1 ENSG00000278903.3
ENSG00000271020.1 1.73755195852983 -0.497271161858367 11.2632066954612 5.25860849871506e-27 1.78544564095033e-26 49.8960255781204 RP11-10C24.1 ENSG00000271020.1
ENSG00000273373.1 -1.28991307690147 0.823023525237778 -11.2443027742585 6.29211171305032e-27 2.12924055418329e-26 49.7179033488657 RP5-1074L1.4 ENSG00000273373.1
ENSG00000267751.5 1.74802799343843 0.872087518175802 11.2420854433993 6.65032051962097e-27 2.24750845715974e-26 49.6638217509684 AC009005.2 ENSG00000267751.5
ENSG00000233006.6 -1.12464962765695 1.59548617505343 -11.2090040708775 8.79170846535755e-27 2.96065149313531e-26 49.3858415293819 AC034220.3 ENSG00000233006.6
ENSG00000236540.7 -1.00292919175151 0.526362878076998 -11.2016175912271 9.42833961376961e-27 3.17014152100629e-26 49.3164446850011 AC006547.13 ENSG00000236540.7
ENSG00000265678.1 -1.58360209937912 -0.421328761712025 -11.1894008743404 1.05833382945999e-26 3.54988622876255e-26 49.2017350856032 RP11-1376P16.2 ENSG00000265678.1
ENSG00000272221.1 -1.25027352263844 0.45536431016301 -11.1847011996835 1.10641931418144e-26 3.70791446349689e-26 49.1576297632685 XXbac-BPG181B23.7 ENSG00000272221.1
ENSG00000281404.1 -1.46023973784728 0.153001126099055 -11.1798019464065 1.15885896322782e-26 3.87939290850131e-26 49.1116647956853 LINC01176 ENSG00000281404.1
ENSG00000281398.2 1.22688479939029 1.9573695133706 11.1612882116888 1.3803032091167e-26 4.6126014140362e-26 48.9380914685655 SNHG4 ENSG00000281398.2
ENSG00000273261.1 -1.25880287391154 0.335442110171307 -11.1527908162129 1.49555758634509e-26 4.99119032590118e-26 48.8584904426617 RP11-531F16.4 ENSG00000273261.1
ENSG00000255390.1 -1.61847381930467 2.59507362887111 -11.1349559330744 1.85373856206974e-26 6.16364031481557e-26 48.6465983515666 RP11-732A19.5 ENSG00000255390.1
ENSG00000167117.8 3.85086492427478 1.20917794676429 11.0922547220033 2.90275421622765e-26 9.59304929994645e-26 48.2027331779867 LINC00483 ENSG00000167117.8
ENSG00000272114.1 1.93871701405482 4.37521208232997 11.0502167006497 4.21553165817997e-26 1.38684355069086e-25 47.8318772318376 RP1-261G23.7 ENSG00000272114.1
ENSG00000276718.1 -1.11186411013338 0.707064610325951 -11.0382559534441 4.39065115388807e-26 1.44352119294316e-25 47.7895905202758 RP1-102E24.10 ENSG00000276718.1
ENSG00000255737.2 1.04737716675761 1.88883291159421 11.0298860973445 4.74878554961812e-26 1.55891378436463e-25 47.711773928816 AGAP2-AS1 ENSG00000255737.2
ENSG00000237499.6 -1.07799006792719 -0.0485409902422363 -11.0182458857346 5.29557629533618e-26 1.7365437744057e-25 47.6036192142678 RP11-356I2.4 ENSG00000237499.6
ENSG00000259974.2 3.04529047103089 -0.160133263054125 11.0102856955993 6.2086209778638e-26 2.03158543580678e-25 47.4480212734908 LINC00261 ENSG00000259974.2
ENSG00000239775.1 -2.01532366854452 -0.134726933170966 -11.001433061872 6.32766536978706e-26 2.06965126964197e-25 47.4274718330928 AC017116.11 ENSG00000239775.1
ENSG00000272831.1 -1.12241877291748 2.18120835516195 -10.9945314654999 6.61052103055892e-26 2.16077776561338e-25 47.3835194411842 RP11-792A8.4 ENSG00000272831.1
ENSG00000237523.1 1.02131480861969 0.613899766739753 10.9703882541182 8.28241125612079e-26 2.69859426980185e-25 47.1597742807469 LINC00857 ENSG00000237523.1
ENSG00000248429.5 -1.59701652096621 -0.36343645464569 -10.9466502422177 1.03345948834586e-25 3.35577362595062e-25 46.9401139342447 RP11-597D13.9 ENSG00000248429.5
ENSG00000255474.1 2.39477751496641 0.957214830612617 10.9427308978983 1.16358342002421e-25 3.76947654968557e-25 46.8246512538676 RP11-234B24.2 ENSG00000255474.1
ENSG00000260418.1 2.0297429747455 1.25098494636584 10.9210000187117 1.40987474997103e-25 4.54899308604231e-25 46.6338694244021 RP3-406A7.7 ENSG00000260418.1
ENSG00000274561.1 -1.06399501569607 1.458279496354 -10.8915941012286 1.72474759175117e-25 5.53799716105326e-25 46.4319129010538 RP11-147L13.12 ENSG00000274561.1
ENSG00000234327.7 -1.10582323157639 1.16538439060026 -10.8809507366866 1.90387516143776e-25 6.1015999133893e-25 46.333872392587 AC012146.7 ENSG00000234327.7
ENSG00000239911.2 -1.39168617910258 0.663897883570891 -10.8486639817862 2.56827587911622e-25 8.19131267738196e-25 46.0368713641432 PRKAG2-AS1 ENSG00000239911.2
ENSG00000247982.6 -1.17576536636935 0.70115343848401 -10.8335843084318 2.95304888870633e-25 9.39494490035767e-25 45.8983652440165 LINC00926 ENSG00000247982.6
ENSG00000223960.6 -1.20815243470159 1.36716367795244 -10.7833729840021 4.69609045746582e-25 1.48535890376614e-24 45.4381412822739 AC009948.5 ENSG00000223960.6
ENSG00000260032.1 1.12374795849665 5.80131808376917 10.766732895026 5.47472210968895e-25 1.72626882561606e-24 45.2859507905259 LINC00657 ENSG00000260032.1
ENSG00000257702.3 1.07210873691771 1.76203230003651 10.7605469359044 5.7957857323239e-25 1.82524177016105e-24 45.2294156828587 LBX2-AS1 ENSG00000257702.3
ENSG00000245571.6 0.870253358376271 0.671199947093473 10.7509083244337 6.33369922803802e-25 1.99196148838483e-24 45.1413710371312 AP001258.4 ENSG00000245571.6
ENSG00000176912.3 1.6972004771728 -0.595642493443559 10.7508976774932 6.33432001321195e-25 1.99196148838483e-24 45.141273812259 TYMSOS ENSG00000176912.3
ENSG00000272807.1 -1.22369338859376 0.124550204431286 -10.7401271069469 6.99429541465614e-25 2.19543161626707e-24 45.0429544057536 RP11-260M2.1 ENSG00000272807.1
ENSG00000265933.5 4.15295356420332 0.795670919968153 10.7472246161789 7.12064087327241e-25 2.23371121780322e-24 45.0275147115697 LINC00668 ENSG00000265933.5
ENSG00000233483.2 2.35366018366681 -0.613594327683756 10.72703669804 8.13898503132345e-25 2.54565985459367e-24 44.8934722405225 CTD-2020K17.4 ENSG00000233483.2
ENSG00000232415.1 -1.53680659123936 -0.20442460147408 -10.7232120626372 8.17117607763265e-25 2.55485327043013e-24 44.888683966411 CTB-51J22.1 ENSG00000232415.1
