logFC AveExpr t P.Value adj.P.Val B Symbol
ENSG00000242372.6 1.87763961080019 6.9974317549766 16.5475950863629 1.37409170872649e-51 1.03873979269686e-50 106.223185482986 EIF6
ENSG00000153904.18 1.76687456402157 4.13914617899845 16.5423944612377 1.46017867682567e-51 1.1032702186714e-50 106.162626909327 DDAH1
ENSG00000277117.4 2.21973781430261 0.267786731083074 16.5378817896756 1.53922678421156e-51 1.16242101946274e-50 106.110085470304 ICOSLG
ENSG00000176641.10 -1.97853601124896 0.274784893128556 -16.5378057766194 1.54059423803289e-51 1.16285914114807e-50 106.109200493431 RNF152
ENSG00000175793.11 3.76568616179472 4.7661203453428 16.5672931738626 1.5413314869888e-51 1.16285914114807e-50 106.113191305772 SFN
ENSG00000117308.14 2.31133583425955 4.916044143497 16.536542960255 1.66599978107429e-51 1.25629395255998e-50 106.032034811882 GALE
ENSG00000099219.13 1.64873866045009 2.91031259141546 16.5241129915879 1.80778978700204e-51 1.36254116604328e-50 105.949810191717 ERMP1
ENSG00000226812.2 5.65432475927099 -0.301706614087119 16.5520016694581 1.85659690565685e-51 1.39863633559483e-50 105.927831467138 RP5-881L22.5
ENSG00000244161.1 -1.86622179426158 -0.2498238858048 -16.5206829746943 1.88167159109919e-51 1.4168262646702e-50 105.90989164689 FLNB-AS1
ENSG00000183207.12 1.65069035488812 5.51822469796659 16.5180551115527 1.94030718176093e-51 1.46025584892763e-50 105.879310855618 RUVBL2
ENSG00000146070.16 2.84329482332923 0.0999521004307042 16.5217124271881 2.01062343604336e-51 1.51242901956812e-50 105.844852110925 PLA2G7
ENSG00000101346.11 1.65512970822727 4.02330561707576 16.5141073581584 2.03183811928744e-51 1.52763383488072e-50 105.83337405685 POFUT1
ENSG00000139517.7 1.56086795490962 2.37770292190252 16.513083006736 2.05628430384835e-51 1.54525207168505e-50 105.821455243765 LNX2
ENSG00000171155.7 1.5702216675767 3.87090927387186 16.5095940993924 2.14177071178349e-51 1.60870074880636e-50 105.780862421933 C1GALT1C1
ENSG00000115946.7 1.49688857953199 3.13294168374848 16.5087789897513 2.1622485333375e-51 1.62328254803463e-50 105.77137926965 PNO1
ENSG00000167183.2 4.50008690866391 4.0450029918967 16.5379175638776 2.19379513861685e-51 1.64615567336941e-50 105.76155193104 PRR15L
ENSG00000165832.5 1.39407981421887 2.38151106580883 16.5054251742997 2.24858192590257e-51 1.68643644442693e-50 105.732362306907 TRUB1
ENSG00000274012.1 2.70898053530539 8.38362950517355 16.5088276355529 2.27620863494175e-51 1.70631757867501e-50 105.720868694322 Metazoa_SRP
ENSG00000131504.15 1.66803653973376 4.56419469616501 16.5011259512048 2.36430116268316e-51 1.77148399983947e-50 105.682351582734 DIAPH1
ENSG00000211896.6 4.09001405994926 6.70213834433039 16.529447646673 2.38784451653359e-51 1.78824585663819e-50 105.676903944385 IGHG1
ENSG00000163082.9 2.75496828901274 1.87272438548313 16.5203744759239 2.44809847337035e-51 1.8324701771965e-50 105.651018033938 SGPP2
ENSG00000105327.15 1.59142754605847 2.92493694991089 16.4979839170988 2.45261446535734e-51 1.83495015542061e-50 105.645805230857 BBC3
ENSG00000198298.12 1.32834147304478 0.486144385644036 16.495762346981 2.51703553722534e-51 1.88222436864571e-50 105.619966909522 ZNF485
ENSG00000134910.12 1.67442883058897 5.75293241205102 16.4951706777767 2.53447568248488e-51 1.89433740991214e-50 105.613085647598 STT3A
ENSG00000182575.7 -2.75857639362997 0.58624071234473 -16.5048025369045 2.63068810350655e-51 1.96528633785467e-50 105.577904435223 NXPH3
ENSG00000160584.15 -1.0176306785206 3.12636419426365 -16.4875066087142 2.77158581569083e-51 2.06953213991012e-50 105.523959721188 SIK3
ENSG00000175592.8 2.62544677987224 1.55876259014519 16.504481851745 2.80676384141568e-51 2.09477409005852e-50 105.514135764862 FOSL1
ENSG00000118707.9 1.5733018157903 2.66374067456823 16.483109195782 2.91749679800052e-51 2.17635274589232e-50 105.472829594811 TGIF2
ENSG00000248445.5 -1.81201050202937 0.128077328874393 -16.4801774180097 3.01901046772316e-51 2.25097774609564e-50 105.438743981522 SEMA6A-AS1
ENSG00000243964.1 2.778821474958 0.574760376754957 16.4930827996846 3.03423908942984e-51 2.2612270302517e-50 105.435759106678 RPL23AP65
ENSG00000164776.9 -2.17423332964061 0.296387679114812 -16.4780310836059 3.09555570427194e-51 2.30579600921233e-50 105.413791713223 PHKG1
ENSG00000101825.7 2.12549343102661 1.64658934023077 16.4715096173089 3.40728593526189e-51 2.53675680538898e-50 105.318432810718 MXRA5
ENSG00000078237.5 1.49437474738558 2.07268563471261 16.4695634694151 3.41690293298387e-51 2.54267581671556e-50 105.315364237335 TIGAR
ENSG00000222001.2 5.67387367517629 -0.0744274857984901 16.4986944144541 3.45582180315298e-51 2.57038330605064e-50 105.30865728216 AC106876.2
ENSG00000227232.5 -1.8928610261378 2.30347199530334 -16.4682491134377 3.46968395796849e-51 2.57943610033184e-50 105.300088035498 WASH7P
ENSG00000278192.1 3.57850064386826 -1.20632538455096 16.4667062575044 3.53267987430622e-51 2.62498935618808e-50 105.282156714072 RP5-1056H1.2
ENSG00000049541.10 1.50498585353961 3.77087123073186 16.4662526069363 3.55141896389502e-51 2.63762883613527e-50 105.276884444927 RFC2
ENSG00000184349.12 -2.15647154870303 0.280409612780384 -16.4649919639898 3.60401518706549e-51 2.67538937609168e-50 105.262233726205 EFNA5
ENSG00000278784.1 -1.53460608497092 1.43385773096436 -16.4619499490304 3.73415645401578e-51 2.77064964523398e-50 105.22688246795 RP11-468E2.11
ENSG00000196867.7 -2.07011693839985 0.135989679273898 -16.4615229705283 3.75279461104646e-51 2.78312502632541e-50 105.22192076514 ZFP28
ENSG00000277632.1 2.49838967248449 1.26213498371002 16.4702973768657 3.91003115679278e-51 2.89832484435733e-50 105.182891819679 CCL3
ENSG00000181634.7 1.79612186973004 0.248065735929515 16.4563972788255 3.98391747488471e-51 2.95165911021692e-50 105.162361802607 TNFSF15
ENSG00000017427.15 -2.54067401039266 0.326822219119949 -16.4578473090271 4.01151860915321e-51 2.9706658438171e-50 105.155792925861 IGF1
ENSG00000156711.16 2.55070554096459 4.53674590446671 16.4713319944752 4.01781961098153e-51 2.97388831467847e-50 105.156304715288 MAPK13
ENSG00000178826.10 3.05368111528598 2.49221223337905 16.4823825224783 4.02846499855894e-51 2.98032170480197e-50 105.155384087826 TMEM139
ENSG00000008710.17 -2.12679876875394 5.1846365910848 -16.4511237144138 4.23653947091293e-51 3.13273919674148e-50 105.101092562176 PKD1
ENSG00000136630.12 -2.07035085029755 3.00095802064196 -16.4533889467463 4.27819771415893e-51 3.16201095588636e-50 105.091815101768 HLX
ENSG00000179041.3 1.58426919386843 3.93638652627638 16.4468618022619 4.45233144635838e-51 3.28911942925894e-50 105.051582785017 RRS1
ENSG00000214975.4 1.6867808001834 0.755318099943778 16.4438286492463 4.61255607085793e-51 3.40583460120705e-50 105.016350471161 PPIAP29
ENSG00000254528.7 -2.42212945489972 -0.460272486695277 -16.4356874299239 5.07163250930671e-51 3.74299728734755e-50 104.92179742231 RP11-728F11.4
ENSG00000146955.10 4.87855726296661 -2.25333138417005 16.4293042708632 5.46323431544489e-51 4.03005993627233e-50 104.847676181145 RAB19
ENSG00000183828.14 1.86442655268441 3.98530685166736 16.4262190335205 5.66318672416929e-51 4.17553955907214e-50 104.811854662237 NUDT14
ENSG00000166197.16 1.61101163450523 4.90320969112858 16.4179783697805 6.23378960482358e-51 4.59403190442433e-50 104.716189056955 NOLC1
ENSG00000165828.13 4.80261997320496 3.91095783207139 16.4450547675602 6.45025714368969e-51 4.75126377242811e-50 104.686756870463 PRAP1
ENSG00000100350.14 1.49931572708622 1.50110824909263 16.4115705398513 6.71683729786997e-51 4.94523904338834e-50 104.641814463273 FOXRED2
ENSG00000167880.7 1.81285921893294 3.04749896528962 16.4095573819449 6.87617483663217e-51 5.06010840003974e-50 104.618450558186 EVPL
ENSG00000064102.14 1.46926013192228 3.34755051612635 16.4053052469087 7.22522781651368e-51 5.31440937034311e-50 104.569105875328 ASUN
ENSG00000052802.12 1.93734542512658 4.35603344802302 16.3983865239206 7.83136129441239e-51 5.75746585765113e-50 104.488827589541 MSMO1
ENSG00000172458.4 1.59377180491686 2.34478051071757 16.3972170673392 7.93871525576887e-51 5.83357905716542e-50 104.475259711578 IL17D
ENSG00000167005.13 1.53829960765058 4.57768957580709 16.3919324700136 8.44243789496307e-51 6.20074097677716e-50 104.413953520832 NUDT21
ENSG00000111445.13 1.42069367688301 2.95063662257615 16.3902982149454 8.60457774860566e-51 6.31528794079509e-50 104.394996315733 RFC5
ENSG00000162851.7 1.44123367770557 3.03575636995745 16.3902772720538 8.60667560072959e-51 6.31528794079509e-50 104.394753385241 TFB2M
ENSG00000104341.16 1.8798358472654 4.52797833874442 16.3901554226398 8.61889139912641e-51 6.32121097565737e-50 104.393339975619 LAPTM4B
ENSG00000188641.12 -2.0277176068382 1.60279555273913 -16.3889025645066 8.7455023747928e-51 6.41098696431832e-50 104.378807521926 DPYD
ENSG00000240207.6 -1.9855638297609 -0.448567607921136 -16.3869689509898 8.944561017102e-51 6.55375976541263e-50 104.356379590147 RP11-379F4.4
ENSG00000235174.1 2.22111415607739 8.45326952812458 16.3846859473028 9.18541610497683e-51 6.72700540957377e-50 104.329900503352 RPL39P3
ENSG00000132000.11 1.71078179334354 1.23421429438144 16.3815756626567 9.52399602264569e-51 6.97161992924472e-50 104.293828780365 PODNL1
ENSG00000214654.6 1.63730991699405 0.406598617103944 16.3813660954806 9.54725188918011e-51 6.98529149014113e-50 104.291398413918 RP11-27I1.4
ENSG00000197576.13 -2.00649913387847 1.50420172395156 -16.3807559601565 9.61528231980858e-51 7.03169375784659e-50 104.284322701692 HOXA4
ENSG00000092470.11 1.40240627166162 1.52915493924009 16.3792543463208 9.78478042408945e-51 7.15221971104382e-50 104.266909018485 WDR76
ENSG00000147874.10 1.28620050001793 1.73491880134529 16.3764550999988 1.01087511875374e-50 7.38548847537752e-50 104.234448919914 HAUS6
ENSG00000145569.5 2.2654667415259 2.98520168292074 16.382043404894 1.07395406363414e-50 7.84258939240728e-50 104.175785397756 FAM105A
ENSG00000178585.14 1.48431944689026 3.53528236822293 16.3680487431123 1.114742061129e-50 8.1365503074272e-50 104.13698253694 CTNNBIP1
ENSG00000169071.14 -2.59975310719865 2.00318546762458 -16.3821866777682 1.18518516730065e-50 8.64658045297535e-50 104.078899746002 ROR2
ENSG00000133048.12 2.96697688424465 1.75162851139361 16.3863387347712 1.204186510092e-50 8.78100631522633e-50 104.063896553009 CHI3L1
ENSG00000069702.10 -2.08536872489604 2.46844583519769 -16.3652391579341 1.20668814635544e-50 8.79504427742581e-50 104.058617480062 TGFBR3
ENSG00000101144.12 2.67669765024753 1.46856152513353 16.3769357455645 1.25294491789123e-50 9.12782938033939e-50 104.023424624873 BMP7
ENSG00000213719.8 1.94796375682853 8.23005097653756 16.3536425382246 1.31809719779208e-50 9.59788675528316e-50 103.970000089435 CLIC1
ENSG00000152147.10 1.40104373770699 2.59901479834324 16.3503327363218 1.36981910102054e-50 9.96974732159751e-50 103.931644788927 GEMIN6
ENSG00000129675.15 -1.8157359439643 1.62846539278947 -16.3476863874432 1.41262636179659e-50 1.02764020740138e-49 103.900980171524 ARHGEF6
ENSG00000115252.18 -2.10254382046563 0.81172654905217 -16.347382729435 1.41762291897006e-50 1.03078349041412e-49 103.897461660857 PDE1A
ENSG00000047648.21 -2.3353673128767 1.30021373503437 -16.3500316733268 1.49501538677245e-50 1.08653929133938e-49 103.845603572455 ARHGAP6
ENSG00000090661.11 -2.16374873381121 2.21968090341269 -16.3464592361674 1.53952277553171e-50 1.11835333051125e-49 103.816208774838 CERS4
ENSG00000142484.6 5.53446363484328 1.01590090301595 16.3679445566473 1.57601105614206e-50 1.14431454837921e-49 103.79647826478 TM4SF5
ENSG00000070159.13 2.21871176163883 2.42951333698995 16.3431941607339 1.65132278835194e-50 1.19842669535246e-49 103.746775699788 PTPN3
ENSG00000110660.14 1.87918318563318 2.72444460281302 16.3335577825383 1.66479931591343e-50 1.20763259934662e-49 103.737299703075 SLC35F2
ENSG00000128872.9 -2.02601204808111 0.874618017558376 -16.327312259902 1.79014055576361e-50 1.29793698565465e-49 103.664963884125 TMOD2
ENSG00000101146.12 1.53399004950126 4.18640653066451 16.320106538381 1.94649355340345e-50 1.41062988870165e-49 103.581521368893 RAE1
ENSG00000099812.8 4.74675655595599 4.2191357665241 16.3458869775854 2.03217693692546e-50 1.47202560174729e-49 103.543136423112 MISP
ENSG00000149591.16 -3.35302520136431 9.43442174094515 -16.3328599559608 2.06088101086586e-50 1.49210915143611e-49 103.527341179362 TAGLN
ENSG00000274292.1 -1.77974078518954 -0.0679414695644309 -16.3147200584618 2.07220704297589e-50 1.49959764898469e-49 103.519155791876 RP11-347I19.7
ENSG00000129911.8 1.55170159797257 2.97316096798276 16.3103267717421 2.18071511642799e-50 1.57737359417302e-49 103.468295948845 KLF16
ENSG00000261236.5 1.65131282301036 4.66705103477801 16.3097300439571 2.19588433824459e-50 1.5875931554465e-49 103.461388241386 BOP1
ENSG00000253144.1 -2.56010076392799 -0.177400321585717 -16.3085211200261 2.22693948277608e-50 1.60928289008759e-49 103.447394089227 RP11-281O15.7
ENSG00000155893.11 1.31634467827101 2.04769467330225 16.3077285657435 2.24753625696347e-50 1.62339799242319e-49 103.438219946734 PXYLP1
ENSG00000151632.16 -2.278590465874 2.60157470146716 -16.3177178834536 2.28663757001909e-50 1.65085925843072e-49 103.422803552639 AKR1C2
ENSG00000179958.8 1.90741070255857 5.23261853678049 16.3061665630049 2.28868745901563e-50 1.65155757744955e-49 103.42013966755 DCTPP1
ENSG00000163106.10 -2.18368560711746 -0.449800081145584 -16.3060433551512 2.29196519989196e-50 1.65314085694335e-49 103.418713559801 HPGDS
ENSG00000122779.16 1.37954900789891 2.58890674805031 16.3034748428201 2.361372991722e-50 1.70239815636669e-49 103.388984539727 TRIM24
ENSG00000134058.10 1.46370625009706 3.87775461691272 16.3026738339338 2.38344436580087e-50 1.71749852623015e-49 103.37971373397 CDK7
ENSG00000136868.10 1.59673287279826 3.0677882411895 16.2983540526997 2.50607077704481e-50 1.80500990103015e-49 103.329720258443 SLC31A1
ENSG00000079337.15 -1.92304953217175 2.57015910044301 -16.2948189912597 2.61109015615062e-50 1.87976311147134e-49 103.288812593208 RAPGEF3
ENSG00000267244.5 -1.75603155878269 -0.125511499721522 -16.2917391225062 2.70615961147636e-50 1.94728607891848e-49 103.253175441603 CTB-31O20.4
ENSG00000068654.15 1.40934981791216 2.40141561300066 16.2910007164867 2.72946137285315e-50 1.9631274513378e-49 103.244631767692 POLR1A
ENSG00000156787.16 1.30897525535254 1.28296077948725 16.2899546707473 2.76281437003267e-50 1.98617969909747e-49 103.23252884846 TBC1D31
ENSG00000188211.8 1.77022912513934 0.190512719351746 16.2898289368526 2.7668506554034e-50 1.98814445351761e-49 103.231074108807 NCR3LG1
ENSG00000110171.18 -1.66687181078587 3.62352759384228 -16.2889574204388 2.79499011008124e-50 2.00741874431682e-49 103.220990803821 TRIM3
ENSG00000263020.5 -2.06707893434906 1.18988877299564 -16.287432517741 2.84491471466311e-50 2.04231406927933e-49 103.203348468865 CSNK2B-LY6G5B-1181
ENSG00000271141.1 -3.28911642499794 -1.32389404681402 -16.2836681433615 2.97200121684237e-50 2.13254367652541e-49 103.159799573018 RP11-171I2.4
ENSG00000120833.13 -1.82708821124992 3.15872480792157 -16.2737481243766 3.33469708283312e-50 2.39166920538877e-49 103.045058154593 SOCS2
ENSG00000219507.4 1.75474177750316 1.97210896099787 16.2732284866486 3.35486900301411e-50 2.40500595117388e-49 103.039048494969 FTH1P8
ENSG00000089127.12 2.26079153405326 4.58269137558923 16.2785040571904 3.3880378887863e-50 2.42764293064514e-49 103.030192898434 OAS1
ENSG00000134864.10 1.50417264685325 1.4164033159262 16.2689546421456 3.52546252304638e-50 2.52492632812547e-49 102.989624138013 GGACT
ENSG00000111845.4 1.433762624662 3.05905085149182 16.2687249308133 3.53487287986881e-50 2.53047798134203e-49 102.986967823714 PAK1IP1
ENSG00000116017.10 1.64609247262431 1.82091853789412 16.2681583239835 3.55819179576488e-50 2.54597635292651e-49 102.98041581638 ARID3A
ENSG00000197142.10 2.68071378632352 5.21339793828019 16.2808784544197 3.74042969579186e-50 2.67511744066127e-49 102.933279490864 ACSL5
ENSG00000101189.6 1.40782067635929 2.98486604900352 16.2563091258578 4.08260012790931e-50 2.91846602395767e-49 102.843418585474 MRGBP
ENSG00000013619.13 -1.96862585191817 0.1290621176864 -16.2523146916854 4.27622478847169e-50 3.05544773527567e-49 102.797245488274 MAMLD1
ENSG00000151914.17 -2.10616104514445 5.77297232163853 -16.2522598807498 4.27894442734965e-50 3.05595960857766e-49 102.79661194226 DST
ENSG00000156384.14 1.32452970726329 1.84605659663477 16.2458801862575 4.60757915103627e-50 3.28912587501443e-49 102.722876788217 SFR1
ENSG00000108582.11 1.49329402583409 3.09669000880973 16.2432171956663 4.75209837386233e-50 3.39070442905846e-49 102.692102119541 CPD
ENSG00000260565.6 -1.69964974254995 1.76875844042007 -16.2397703277843 4.94589417823783e-50 3.52733126175868e-49 102.652271786649 CTD-2270P14.1
ENSG00000021355.12 1.94793025390064 5.76986900958825 16.2345738861662 5.2530637461099e-50 3.74464894611713e-49 102.59223097202 SERPINB1
ENSG00000125731.12 2.45564203074312 2.99066501801038 16.2453366931459 5.65089478803194e-50 4.02636151291113e-49 102.522135530565 SH2D3A
ENSG00000157470.11 1.92085659852878 0.870397820453239 16.2255426180787 5.83288441300788e-50 4.15409205044049e-49 102.487901049751 FAM81A
ENSG00000173702.7 4.85663346909047 5.01289478145315 16.254002630288 5.87093930977232e-50 4.17924307842169e-49 102.485924948179 MUC13
ENSG00000160360.11 -2.00587819168623 1.70765544847311 -16.2229912856684 6.00795861083932e-50 4.27478584927023e-49 102.458432300992 GPSM1
ENSG00000154556.17 -2.52178211862197 4.38077136228379 -16.2372552241676 6.10790897781061e-50 4.34387652477859e-49 102.444428598272 SORBS2
ENSG00000175066.15 -1.25014696537729 2.82617647395942 -16.2174452033733 6.40683214668724e-50 4.55434410054585e-49 102.394379943003 GK5
ENSG00000070501.11 1.47353158083343 3.45033030611114 16.2171906125616 6.42576358455588e-50 4.56567412586865e-49 102.391439866135 POLB
ENSG00000035115.21 1.79226047033815 4.82148837278396 16.215735081056 6.53507399405221e-50 4.64118034354127e-49 102.374631407873 SH3YL1
ENSG00000213585.10 1.81705899963889 6.90904823552853 16.2156451868901 6.54188555692029e-50 4.64385594094086e-49 102.373593332186 VDAC1
ENSG00000131771.13 2.88631510593582 6.18514780558701 16.2301909181183 6.85744034393115e-50 4.86559313705441e-49 102.329544829245 PPP1R1B
ENSG00000160214.12 1.44447871571834 3.56134741702362 16.2106787081932 6.92942773211767e-50 4.91438493972362e-49 102.316245444636 RRP1
ENSG00000273137.1 -2.11466131256377 -0.287433813778598 -16.2096350528718 7.01373399275966e-50 4.97186394328758e-49 102.304195311209 RP3-402G11.28
ENSG00000187098.14 -2.2381107142854 1.34414034961134 -16.2092168125512 7.43875849056151e-50 5.27070416969419e-49 102.246295659242 MITF
ENSG00000163902.11 1.72246208657589 6.38166621279823 16.2027357503417 7.59739432288012e-50 5.38060586794504e-49 102.224543643515 RPN1
ENSG00000257681.1 -2.77670321741519 1.00623591780409 -16.2195150920261 7.73467050746804e-50 5.47528531746752e-49 102.20955105984 RP11-341G23.4
ENSG00000134193.14 6.25855354887403 1.70136173498859 16.2263296253216 8.09047000134704e-50 5.72449535577686e-49 102.166399533032 REG4
ENSG00000108829.9 1.72699525229612 5.48513297364207 16.1905377023662 8.75037712623807e-50 6.18854905242289e-49 102.083753742422 LRRC59
ENSG00000156471.12 1.60860228864485 5.17999733660557 16.1904196175691 8.76235209478221e-50 6.19325004904302e-49 102.082391027265 PTDSS1
ENSG00000236801.1 -1.83739165669306 1.00130720559118 -16.1903921118659 8.76514379277869e-50 6.19325004904302e-49 102.08207360819 RPL24P8
ENSG00000121316.10 1.96408880953729 4.24612437643556 16.1881521606377 8.99549253030433e-50 6.35306659952743e-49 102.056225073973 PLBD1
ENSG00000172478.17 3.89476923923803 -0.264059814523581 16.2024777830104 9.90095715741459e-50 6.98931519835075e-49 101.964181283545 C2orf54
ENSG00000147155.10 2.05464905885395 5.84030078447524 16.1750055460974 1.047449519941e-49 7.39076893001848e-49 101.9045467237 EBP
ENSG00000160867.14 2.33774368642506 3.73645185037097 16.1843596108755 1.08322612814507e-49 7.63967387186918e-49 101.872992941939 FGFR4
ENSG00000274736.4 -3.36160780294898 -0.919709439608211 -16.1707598764064 1.10021555628976e-49 7.75590957079495e-49 101.855573733078 CCL23
ENSG00000146386.7 2.18186375496463 5.01181280403196 16.1728075844629 1.10264878642143e-49 7.7694721648309e-49 101.853722005215 ABRACL
ENSG00000175414.6 -2.05191310220805 -0.157469715729166 -16.1645438088958 1.18229051332583e-49 8.32679675936542e-49 101.783882448203 ARL10
ENSG00000101298.13 -2.00326608617306 0.458439191871362 -16.1630890879758 1.2023639624345e-49 8.46426499627981e-49 101.767106523778 SNPH
ENSG00000232677.6 -2.20699967110944 0.55354155080697 -16.1535352793346 1.34291532557435e-49 9.44934192418669e-49 101.656947443896 LINC00665
ENSG00000006451.7 1.50713626063081 4.25461105568086 16.1512885038379 1.3782819664634e-49 9.69372586371563e-49 101.63104529265 RALA
ENSG00000170684.8 1.91867580938866 0.623754522280185 16.1506841916085 1.38795206735487e-49 9.75723907258001e-49 101.62407868755 ZNF296
ENSG00000198467.13 -3.11575506018928 8.13320503140313 -16.1637402872093 1.45658291417291e-49 1.02349941758211e-48 101.578679995989 TPM2
ENSG00000076248.10 1.61265346274621 4.2176049520631 16.1452215673059 1.47849379991523e-49 1.03841726140455e-48 101.561109753301 UNG
ENSG00000090376.8 -1.92931093862608 0.253742962013776 -16.1423042347554 1.52923779934023e-49 1.07356293736471e-48 101.527484709867 IRAK3
ENSG00000072274.12 2.01296603102985 5.1463563837682 16.1364355799865 1.63664103727404e-49 1.14843417771921e-48 101.459850719475 TFRC
ENSG00000099840.13 -1.80949182191448 1.14135936031871 -16.1304334147624 1.75427555968757e-49 1.23041258220845e-48 101.39068894177 IZUMO4
ENSG00000259498.1 -1.98619613960259 0.211079525722146 -16.1214912225879 1.94535554153837e-49 1.3638050912761e-48 101.287670215718 RP11-244F12.3
ENSG00000119335.16 1.71654224913828 6.87955953130243 16.1212659133246 1.95042919913659e-49 1.36673391974408e-48 101.285074850964 SET
ENSG00000115364.13 1.48654504236364 3.84451534201283 16.1179911876828 2.02567960731671e-49 1.41881278281067e-48 101.247354641623 MRPL19
ENSG00000115541.10 1.88135420694745 7.34304736486161 16.1148473079172 2.10064707597613e-49 1.47064576154272e-48 101.211144678874 HSPE1
ENSG00000085831.15 2.89233296899089 2.6377691750253 16.137418722554 2.15035001932488e-49 1.5047518139817e-48 101.191696473236 TTC39A
ENSG00000052749.13 1.44536931918875 3.23827166056873 16.1056749082089 2.33556146048777e-49 1.63360798164791e-48 101.105517905918 RRP12
ENSG00000139631.18 -2.01759646496311 3.67742640802958 -16.1038574229872 2.41768543594469e-49 1.69027457952962e-48 101.071267809724 CSAD
ENSG00000168303.6 1.27305504390601 1.39762801652711 16.1009929236733 2.46539722665298e-49 1.72284171748013e-48 101.051611430026 MPLKIP
ENSG00000221890.2 -2.47338582686103 0.26831891818518 -16.0982006840125 2.56492893712818e-49 1.79157467655176e-48 101.012275187749 NPTXR
ENSG00000257512.1 4.75742582997629 -1.35220266869392 16.1093885358456 2.67567715525935e-49 1.86807574386642e-48 100.9724862281 RP11-486A14.1
ENSG00000170689.9 4.02440310189275 2.85552546350882 16.1207061145088 2.71966448930479e-49 1.89791773944852e-48 100.958234159282 HOXB9
ENSG00000188959.9 4.300112364625 2.02298640346753 16.1202272649865 2.73764833632107e-49 1.90959420990297e-48 100.951681652232 C9orf152
ENSG00000143942.4 1.64306297490288 0.792623304634839 16.0892441876279 2.82379314119137e-49 1.96878264940011e-48 100.916370856186 CHAC2
ENSG00000196408.11 3.41476055490678 1.98355030990451 16.1136857827457 2.91259102495509e-49 2.02976592442622e-48 100.889777772453 NOXO1
ENSG00000174173.6 1.45745739099928 3.44211551960682 16.0864043784248 2.91795165928662e-49 2.03257317636609e-48 100.883687964488 TRMT10C
ENSG00000164749.11 3.84001803973086 1.24875755277166 16.1098094409889 3.06305978479441e-49 2.13267809297302e-48 100.839665223166 HNF4G
ENSG00000213144.2 -2.92859745485311 0.207905715387657 -16.0902868539144 3.23115953564947e-49 2.24869245968671e-48 100.784094311812 RP11-64B16.2
ENSG00000111186.12 -2.04836983911802 1.82140510012002 -16.0780926745479 3.27156597160558e-49 2.27577468749854e-48 100.769963366571 WNT5B
ENSG00000270210.1 -1.93594579830151 -0.101443235293755 -16.0737266464801 3.37800182239969e-49 2.3487428350368e-48 100.737812314448 RP11-373D23.3
ENSG00000185420.18 1.39984622525374 3.09211287361579 16.0731617305158 3.40010689612962e-49 2.36303556721901e-48 100.731313290444 SMYD3
ENSG00000177889.9 1.64151556020084 5.66583908662768 16.0721181091799 3.44132391310309e-49 2.39059181668432e-48 100.719307302905 UBE2N
ENSG00000119203.13 1.40947049296582 3.7877059095429 16.0707979768387 3.49417637851059e-49 2.42620212354024e-48 100.704120769096 CPSF3
ENSG00000196924.14 -3.01604144535142 9.01010116503662 -16.0818824611708 3.53722102792817e-49 2.45497301096653e-48 100.693832152429 FLNA
ENSG00000112294.12 1.5081021915446 1.80237922750998 16.0682970388794 3.59653371894317e-49 2.49500326887122e-48 100.675351960431 ALDH5A1
ENSG00000213190.3 -1.72173311192835 0.691348001855208 -16.0652329746265 3.7260248675087e-49 2.58365951608387e-48 100.640108021755 MLLT11
ENSG00000177788.5 2.69324038247841 -0.717301019184524 16.0630166917255 3.8225771206591e-49 2.64940545096113e-48 100.614617365518 RP5-1061H20.4
ENSG00000184117.11 1.6937782601231 4.30368232467034 16.0609345417013 3.915558759791e-49 2.71261802364267e-48 100.590670824116 NIPSNAP1
ENSG00000185483.11 -2.16711624441045 -0.385154837639316 -16.0597264528437 3.97053877390462e-49 2.74945842015048e-48 100.576777361937 ROR1
ENSG00000166557.12 1.69430510924832 5.46724148408385 16.0570185832139 4.09658785155625e-49 2.83545588364295e-48 100.54563751118 TMED3
ENSG00000025423.11 -2.16833430493949 1.69575712138448 -16.0614325673891 4.12727669411277e-49 2.85540163123312e-48 100.538998565298 HSD17B6
ENSG00000272755.1 -2.40327550684024 0.243072330300745 -16.0546912754668 4.20810737419886e-49 2.9100035355124e-48 100.518875840283 RP11-326G21.1
ENSG00000280239.1 -1.61449655431818 -0.292235106172084 -16.0537288843194 4.25510359427325e-49 2.94116924923599e-48 100.507809810425 CTB-50L17.8
ENSG00000197408.8 5.05942263769733 -0.497727303310833 16.0780454941317 4.38178824560933e-49 3.02736321045155e-48 100.482806512815 CYP2B6
ENSG00000235016.1 -1.66805465470429 -0.280940166640304 -16.0456995594676 4.66817180344623e-49 3.22376463836905e-48 100.415495983698 SEMA3F-AS1
ENSG00000142273.10 4.92312804092502 2.3634914843753 16.0709565683421 4.82956483792234e-49 3.33371093224006e-48 100.3860728495 CBLC
ENSG00000260121.1 -1.91476734540843 1.17862958720069 -16.0418827268236 4.87832589695907e-49 3.36584629389917e-48 100.371620528871 RP5-1142A6.9
ENSG00000111816.7 2.59102733959072 -0.0801750315456338 16.0411214973096 4.92135469720774e-49 3.39399936283472e-48 100.36287054275 FRK
ENSG00000179218.13 1.90971972543906 8.05791057621233 16.0376982434314 5.11958378527487e-49 3.52911209418745e-48 100.323524018253 CALR
