logrank.pvalue ENSG_id Symbol
ENSG00000258512.1 0.451659258677732 ENSG00000258512.1 LINC00239
ENSG00000256643.1 0.380270698904773 ENSG00000256643.1 RP11-349K16.1
ENSG00000255198.4 0.330336046714436 ENSG00000255198.4 SNHG9
ENSG00000229043.2 0.0868157347417725 ENSG00000229043.2 AC091729.9
ENSG00000246898.1 0.0969024013324784 ENSG00000246898.1 LINC00920
ENSG00000224259.4 0.816815273273939 ENSG00000224259.4 LINC01133
ENSG00000235245.1 0.135849475309113 ENSG00000235245.1 RP11-122K13.12
ENSG00000245937.6 0.232589527101174 ENSG00000245937.6 LINC01184
ENSG00000272153.1 0.387353054545583 ENSG00000272153.1 RP1-286D6.5
ENSG00000279117.1 0.156540306047403 ENSG00000279117.1 CTD-2562J17.6
ENSG00000177410.11 0.15031432877309 ENSG00000177410.11 ZFAS1
ENSG00000234753.4 0.554767903743788 ENSG00000234753.4 FOXP4-AS1
ENSG00000236618.2 0.230170128780363 ENSG00000236618.2 PITPNA-AS1
ENSG00000126005.14 0.401025624551856 ENSG00000126005.14 MMP24-AS1
ENSG00000260018.1 0.642826613119004 ENSG00000260018.1 RP11-505K9.1
ENSG00000196741.5 0.776325982235919 ENSG00000196741.5 LINC01560
ENSG00000274173.1 0.753057725081751 ENSG00000274173.1 RP4-568C11.4
ENSG00000262050.1 0.0328708969909275 ENSG00000262050.1 RP11-74E22.3
ENSG00000223891.4 0.968556377750242 ENSG00000223891.4 OSER1-AS1
ENSG00000281404.1 0.846580790506976 ENSG00000281404.1 LINC01176
ENSG00000247556.5 0.766982953720278 ENSG00000247556.5 OIP5-AS1
ENSG00000229167.1 0.57371087994463 ENSG00000229167.1 RP11-73M7.1
ENSG00000267152.1 0.179023940888478 ENSG00000267152.1 CTD-2528L19.6
ENSG00000233695.2 0.107911368570683 ENSG00000233695.2 GAS6-AS1
ENSG00000255224.1 0.396403093145113 ENSG00000255224.1 CTD-3065J16.9
ENSG00000225953.2 0.91898023112126 ENSG00000225953.2 SATB2-AS1
ENSG00000272760.1 0.881911556005202 ENSG00000272760.1 RP11-5C23.1
ENSG00000246451.2 0.551265782110333 ENSG00000246451.2 RP11-894P9.1
ENSG00000239569.3 0.0849570057527384 ENSG00000239569.3 KMT2E-AS1
ENSG00000237643.1 0.679164321058777 ENSG00000237643.1 RP11-462G2.1
ENSG00000261183.4 0.0505504579753208 ENSG00000261183.4 RP11-532F12.5
ENSG00000259330.1 0.184703926315967 ENSG00000259330.1 INAFM2
ENSG00000179859.7 0.378288669597486 ENSG00000179859.7 AC025335.1
ENSG00000234694.1 0.182055512613645 ENSG00000234694.1 RP1-92O14.3
ENSG00000167117.7 0.798457991574141 ENSG00000167117.7 LINC00483
ENSG00000270871.1 0.865581654887796 ENSG00000270871.1 AC015849.19
ENSG00000253161.4 0.467573943980378 ENSG00000253161.4 RP11-150O12.1
ENSG00000278970.1 0.0567325863690617 ENSG00000278970.1 HEIH
ENSG00000225489.5 0.116827355630939 ENSG00000225489.5 RP11-390F4.3
ENSG00000256001.1 0.688501438966943 ENSG00000256001.1 RP11-575F12.2
ENSG00000229719.3 0.725640960163009 ENSG00000229719.3 AP001187.9
ENSG00000223552.1 0.157259635966656 ENSG00000223552.1 RP11-24F11.2
ENSG00000279095.1 0.481241615138267 ENSG00000279095.1 AC092066.1
ENSG00000273058.2 0.0232400149601725 ENSG00000273058.2 RP11-385F5.5
ENSG00000235919.4 0.478788794347581 ENSG00000235919.4 ASH1L-AS1
ENSG00000204261.7 0.77553544203011 ENSG00000204261.7 PSMB8-AS1
ENSG00000268836.1 0.195705634938704 ENSG00000268836.1 LA16c-OS12.2
ENSG00000235106.7 0.615347632023186 ENSG00000235106.7 LINC00094
ENSG00000204620.3 0.551096050480483 ENSG00000204620.3 RP11-1148L6.9
ENSG00000226287.6 0.231318744253352 ENSG00000226287.6 TMEM191A
ENSG00000268001.1 0.442390304487063 ENSG00000268001.1 CARD8-AS1
ENSG00000279453.1 0.539681708581712 ENSG00000279453.1 RP3-425C14.4
ENSG00000272502.1 0.0600221123099849 ENSG00000272502.1 RP11-713M15.2
ENSG00000224167.1 0.52833597715345 ENSG00000224167.1 RP3-522D1.1
ENSG00000229180.5 0.0971357988768801 ENSG00000229180.5 GS1-124K5.11
ENSG00000259953.1 0.0646984836270615 ENSG00000259953.1 RP11-4O1.2
ENSG00000234678.1 0.252674261355021 ENSG00000234678.1 RP11-465N4.4
ENSG00000203875.9 0.798159770709541 ENSG00000203875.9 SNHG5
ENSG00000270170.1 0.335891899954784 ENSG00000270170.1 NCBP2-AS2
ENSG00000272669.1 0.153961344091699 ENSG00000272669.1 RP3-508I15.21
ENSG00000272141.1 0.751261143141162 ENSG00000272141.1 RP11-465B22.8
ENSG00000215908.6 0.763159281445679 ENSG00000215908.6 CROCCP2
ENSG00000229931.1 0.404787461546576 ENSG00000229931.1 RP1-151F17.1
ENSG00000267519.3 0.183708240753544 ENSG00000267519.3 CTD-3252C9.4
ENSG00000265933.4 0.414787859405583 ENSG00000265933.4 LINC00668
ENSG00000229155.1 0.173575400890363 ENSG00000229155.1 RP11-528A4.2
ENSG00000261437.1 0.838266986992782 ENSG00000261437.1 RP11-22C11.2
ENSG00000259153.1 0.505979929321916 ENSG00000259153.1 RP6-65G23.3
ENSG00000269131.1 0.849595241731151 ENSG00000269131.1 AC004447.2
ENSG00000271870.1 0.197686975642267 ENSG00000271870.1 RP11-97C16.1
ENSG00000272933.1 0.288658171131626 ENSG00000272933.1 RP11-47A8.5
ENSG00000235437.6 0.106803660119291 ENSG00000235437.6 LINC01278
ENSG00000248367.1 0.586677184617065 ENSG00000248367.1 CTB-129O4.1
ENSG00000120055.7 0.540242966968594 ENSG00000120055.7 C10orf95
ENSG00000225302.2 0.293909169922126 ENSG00000225302.2 RP11-539I5.1
ENSG00000257086.1 0.913928680658985 ENSG00000257086.1 RP11-783K16.13
ENSG00000267321.1 0.645117849287877 ENSG00000267321.1 RP11-1094M14.11
ENSG00000275557.1 0.705885138384468 ENSG00000275557.1 RP11-353N4.6
ENSG00000258056.2 0.0410685087626419 ENSG00000258056.2 RP11-644F5.11
ENSG00000260822.1 0.0586458496993148 ENSG00000260822.1 GS1-358P8.4
ENSG00000267481.1 0.517317477003071 ENSG00000267481.1 CTC-559E9.5
ENSG00000255320.1 0.32823262219911 ENSG00000255320.1 RP11-755F10.1
ENSG00000258424.1 0.770461389995376 ENSG00000258424.1 RP11-471B22.2
ENSG00000274561.1 0.486188433057516 ENSG00000274561.1 RP11-147L13.12
ENSG00000227403.1 0.597214940918434 ENSG00000227403.1 AC009299.3
ENSG00000248866.1 0.682083946985641 ENSG00000248866.1 USP46-AS1
ENSG00000270761.1 0.143912495616985 ENSG00000270761.1 RP11-385F7.1
ENSG00000269940.1 0.172768475639023 ENSG00000269940.1 RP11-73M18.7
ENSG00000223745.6 0.743213037221284 ENSG00000223745.6 RP4-717I23.3
