"group","CTD.3128G10.6","AP006621.5","RP11.540B6.6","RP11.395A13.2","MFI2.AS1","BX470102.3","RP11.268J15.5","RP5.1021I20.1","EIF3J.AS1","RP11.44M6.7","ARRDC1.AS1","RP11.81A1.6","RP11.347I19.8","STARD7.AS1","CASC9","RP13.516M14.1","AC156455.1","RP11.199F11.2","RP5.997D16.2","CTC.524C5.2","LINC00174","RP11.20I20.4","LINC00261","RP3.402G11.28","AC113189.5","LBX2.AS1","RP11.458F8.4","CTD.2537I9.12","RP11.196G18.22","RP11.157P1.4","RP11.449P15.2","AC114730.3","RP13.516M14.10","RP11.122K13.12","KMT2E.AS1","RP11.644F5.11"
"Tumor",0.795177074583643,-0.20986863590323,-0.127167322382466,-0.498153942453307,0.106990002008614,0.121213559319606,-0.491008671069993,-0.492371329327213,0.506013705065908,-0.796573310925672,-0.682441150332544,-0.0758359188627498,-0.157971963630654,-0.0263638129188309,0.723040734615104,0.0110448999198849,0.250741775849695,0.282034559833303,-0.393632864784618,-0.517044115837147,0.265275634016069,-0.34735203330839,0.294161713314729,-0.547965677196884,0.00397753666855201,0.582995665819049,0.50391635966767,0.316055223669425,-0.595902397770599,-0.472616851789447,0.925869626001251,0.24950624254059,-0.195767536694505,-0.0834326462634423,-0.474910920584188,0.352540493862789
"NonTumor",-0.576826449116341,0.240444397688944,0.482521876892466,0.7015824340169,0.757951968634673,0.209941162636265,0.405570047642629,-0.350467477190394,0.484234106103243,0.267868508214271,0.420267307776515,-0.145118475485284,0.91837367277802,0.333505654915286,-1.99462115173412,0.363325158997213,0.76780684008745,-0.441745440563847,-0.518030069386632,0.334285298567595,0.0302340528250663,0.642245058247941,-1.67138786017317,0.566687469668955,1.26259004776177,-1.34689319282917,-0.109115180206408,0.96125766929206,0.689805406417106,0.846131641405188,0.738891916347674,-0.884852515447291,0.741797378695983,0.596343516912089,0.489911478509033,1.66367507235804
"NonTumor",0.416403536339139,1.31942739860931,0.436618931899293,1.3847343073201,0.757951968634673,0.946127164481541,0.675331036701638,0.899623152187601,0.571090097147127,0.127819254855868,0.543531774244103,0.948370124956737,0.939068503205085,0.359663782764362,-1.99462115173412,1.08089566879223,1.33635261814451,-0.380709338907811,-0.749519404971589,0.676135200269843,0.788387327881623,0.933556683921539,-1.27770907594526,0.959013342382143,1.00106304314664,-1.05644807661474,0.915722707538001,0.91801427130768,1.13885256569469,1.47044202025637,0.103787030324051,-1.04702855800297,1.18462316875194,1.0398284384936,0.890723379555082,1.85725812329626
"Tumor",-0.576826449116341,-0.6805900104037,-0.169008738018981,-0.973368225742029,-1.70204284561725,-0.145953550508686,-0.223301699694174,-0.523623595061663,-0.396308957178514,-0.50587830648488,-0.597661233461767,-0.31709698069976,-0.756352798854663,-0.444893858504047,0.648224595412416,-0.775238575431985,0.107037327137717,-0.165460504460067,-0.567952035690864,-0.82540803885269,-0.605475358421336,-0.111954991049444,0.543463517669917,-1.30335469723115,-0.252985810674944,0.164361173236986,-0.327109138210468,-0.430796576455732,-0.605565239021674,-0.479405053259951,-0.514138909978246,-0.203222610460823,-0.893069472208288,-0.345905742881725,-0.834541867246775,-0.100545775122094
"Tumor",-0.525466107784116,-0.710703946662522,-0.608573500090501,-0.309271726443369,1.01057371276455,-0.544876229762826,-0.465744253566751,-0.699007597222912,0.22051727529024,-0.57796148845441,-0.229820538478291,-0.533353811575255,-0.646713088431485,-0.78680401468059,1.13016116015196,-0.345024677110946,0.438199813694649,0.282034559833303,-0.789112688592187,-0.439686844994301,-0.310934920950384,-0.177787585403971,0.836563008549792,-0.442209160867498,-0.239368446235371,0.575727196025008,0.163143368202096,0.127481165370454,-0.819876059614614,-0.646966447452922,-0.474030126834892,-0.361602114212115,-0.230645233794291,-0.787843554848171,0.0710377553649759,0.350117572638271
"NonTumor",-0.000153973291028307,0.657186707637179,0.0473251746950876,0.950472362900793,0.250771307102697,-0.0248143583418054,-0.516957761134299,0.175870186317519,0.384345342989329,-0.154978996503993,-0.0930498664439569,0.23835414994535,-0.122587020413393,0.251810307864254,-0.679506870811462,0.411323186408251,0.612210647540019,-0.725910987261192,0.652282160652857,0.68245958988264,-0.537114970355012,-0.104624287311277,-2.58247455147503,0.212095111277174,1.06716246621007,-1.39241290265044,-0.188568904087716,-0.137234116468102,0.762158876272713,1.01445862223017,-1.08097038940123,-2.00325237138132,0.132143297599147,-0.358818157745967,0.240979432616024,0.278098327964664
"NonTumor",0.583701767056273,1.12325471450384,0.319600906849918,0.464894630592057,1.07564838527968,0.532229065650184,1.35384154471554,0.612102307430662,0.364752450749822,1.27683057493946,0.439712989285263,0.0236600835049501,0.321494016963228,0.544429961937127,-0.282520107282793,1.52942460388853,1.04001236881038,-0.410841085294968,0.285342117944803,1.33114224658891,1.05219372256967,2.08064412310766,-1.42569416348718,0.928723854695572,1.01409154858342,-0.140327207018287,1.05987651997845,0.919820641096901,0.957536812788344,1.5048423795881,0.39236382669002,-0.65218852234638,1.30286461007578,1.30682385552517,0.753774630669731,0.310933088007271
"Tumor",-0.612455441145408,0.496180187507234,-0.364498575544164,-0.634717456152528,-0.472009564912173,-0.0177133377911061,-0.753649065493942,-0.513103030358977,-0.909747695776301,-0.330192423838169,-0.673084441656787,-1.62319596166872,-2.39542625951844,-0.338699667833171,0.753596940845485,-0.682716062067288,0.322895057011645,0.179123056787936,-0.470010755155702,-1.21938422546884,-0.1408779061928,-0.761608664159365,0.536299975436174,-0.511002234596322,-0.441420691568484,1.25301642683341,0.44159124655063,-0.753917814812431,-1.05492663703913,-0.757517157115419,-0.84739571109582,0.772924632218439,-0.923310250040472,-1.8164334320061,0.152275817423578,0.390388194369916
"Tumor",0.0585332978536254,-0.374398420098776,-1.45314170838726,-0.277512769769131,0.283846747046995,-0.195449772961086,-0.643074446882191,-0.183499926791294,-0.522963010583897,-0.147554698735596,-0.0741737237241681,-0.345449992593623,-0.511553328051615,-0.147589166607459,0.646561521778687,-1.60352032476851,-0.152774696406494,0.306294478719374,-1.24022243492389,-0.684740299359632,-1.02217834123303,-0.810575848606473,0.590237234607886,-0.49318790878744,0.133894554159606,0.8192576435688,-0.993613610008288,-0.903299122533154,-0.392589933073191,-0.718778473535624,-1.64065011888873,0.193263711933958,-0.353674798274894,-1.15653167696263,-0.42072545429016,-1.79876290648605
"Tumor",-1.86198430474547,-0.859279327542136,-1.24278514076412,-0.00580653780085209,-0.523882760312883,-0.187012916861245,-2.32024835246328,-1.07997581080959,-0.500921006814452,-0.418946528978555,-0.291168002317605,-1.37166530497252,-0.718019110369298,-0.729314696385419,0.85985625888321,-1.32418443629612,-0.239278351985911,-0.725910987261192,-0.32142268847886,-1.17478063556805,-1.3558220459518,-0.219663631594551,0.459713281260716,-1.30335469723115,-0.506710433503082,0.31141920351441,-1.01959440196585,-1.57680136152025,-1.12995113618365,-0.709438316625081,-1.45212409223881,0.55097830176001,-1.80029280717382,-0.746071595241271,-0.278558845687606,-0.374670069523606
"Tumor",-0.768906942434338,-0.661045866341684,-0.856709953993496,0.0670719101463454,1.07815953581775,0.8052316676142,-2.03816325730513,-0.752291163158281,0.170310488926504,-0.252979727046837,-0.24267584257194,0.232847265745492,-0.6581327746516,0.146982586558628,0.970506091313978,-0.0133962008802093,0.994151382035681,1.14843815979633,0.354109400022683,-1.09129869267913,-1.15489032917661,0.17921289533517,1.66779727318728,-1.16048072395703,0.834268730605713,0.950604032069206,-1.04615094554575,-1.44302052016098,-0.467850111272618,-0.348693895621145,-2.02721326230896,-1.08022307427499,-1.66002599932887,-0.9525512246372,1.05207565696397,0.597673282577826
"Tumor",-1.55030245713635,-1.46016204242842,-1.48080608759016,-1.3550607392453,-0.823427145925558,-1.16667252432109,-1.04278628803105,-1.04123537843382,-0.345140019856589,-0.516609791441017,-1.50835375700745,-2.08882534597291,-1.45016575366462,-0.510777202900041,-1.99462115173412,-1.60352032476851,-0.113085374153989,-0.924703252528257,-0.655564633542392,-1.63113527552305,-2.51597941379345,-5.31991690950625,1.18120313233936,-0.193475995034549,0.0677951310961689,0.647604286210528,-1.92410020064364,-1.95433264746742,-1.16137501017089,-1.61573977160059,-0.621562617772119,1.09784787803489,-1.35257809136833,-1.15653167696263,-1.94377856835919,-0.5596475726644
"Tumor",0.577955155438682,0.0414796930031787,0.470643819339975,-0.476758434799084,-0.406647903764114,0.663492485136874,-0.157162330295442,-2.41596375670128,-0.400332497549127,0.632334035026502,-0.206550810815103,-0.262549060179548,0.404541406423132,-0.520537698366114,0.875666545561193,-0.112992107758113,0.763993453878613,-0.410841085294968,0.481587088933851,-0.0640846745163881,0.512343579774296,-0.0655272007077148,0.534219387802109,-0.159079458170137,0.248648452328758,0.630497685584148,0.435114040799436,0.526469934874431,0.363861273484514,-0.267745869063103,0.80591192347508,0.630739214340741,0.346651215022108,0.552548413962405,-0.164006756203786,0.176753381573614
"Tumor",0.361164232165041,0.00591466894474742,-0.354383068467204,-0.926398400344867,0.0233328155117564,0.0441569402743932,0.290613524640071,0.0342757625543086,-0.21332533858455,-0.181436494005918,-0.0229965954019809,-0.364798504647177,-0.404808749346212,0.498067608473279,1.18768133356387,-0.708988666544908,0.657971282046068,0.510726788823009,-0.188146440868108,-0.355605749405219,-0.537114970355012,0.248351493336321,0.282231255109267,-0.293893347432743,-0.0525529275995103,0.446656793015666,-0.560360514206228,-0.26472003280433,0.428437334528282,-0.472616851789447,0.561204108672154,0.490334473955368,-1.04029165895464,-0.345905742881725,-0.213536286134772,-0.21049626931057
"NonTumor",-7.19045809451202,-7.94157191284522,-8.85861248027418,-9.80010162373214,-8.25392158807565,-7.38786959807538,-7.05742933520536,-6.53643575102037,-10.5574977583548,-7.81577439563278,-10.339540855924,-7.88437446219887,-5.69255237766253,-10.7717908764734,-1.99462115173412,-7.49224673511061,-5.70090039732462,-7.76121020333337,-9.25727345197694,-7.41162738161969,-7.46254272064204,-5.31991690950625,-2.58247455147503,-4.96869073599467,-9.52795674890596,-8.61044392145443,-7.94840533192322,-6.966954074077,-8.6038838849925,-5.62322851642048,-7.90462458042588,-3.47896364487899,-5.3987437640182,-5.93347063035623,-8.91403640289321,-9.91638449869906
"Tumor",0.208591693717985,-1.19857630472762,-0.465806911572502,-0.134012431322642,-0.762155072796642,0.588404465848291,-0.441027574112359,-0.299473681219727,-0.22032280009866,-0.224564914678698,-0.387175969599291,-0.733462076621437,-0.884113889289106,-0.118112470299918,0.629509473454186,-0.45099926921058,-1.32669553511649,-0.0715885253308468,-0.226743097212214,-0.676019298946196,-0.374583224654112,0.241739486043072,-0.126801739126993,-0.547965677196884,-0.709425145214335,0.591952770009686,0.216400393267466,-0.0670046486023314,-0.12697963819609,-0.420556960812648,-0.268841260129094,0.231464283797603,-0.146424667531657,-0.162335236632031,-0.557032005056471,-0.480276015309498
"NonTumor",0.353980967643051,1.3626372409233,0.834342278334297,1.04984446681045,1.10786285932522,0.692107488742167,0.683136303897762,0.467104171557759,0.712263883194286,1.18524173792387,0.526852423996013,0.66044938212904,1.22032518823198,0.405635716409567,-0.551561072589912,1.33926399792191,1.11271758744993,0.530582837083264,-0.138315077043557,0.943889884719004,0.356000840400388,1.22965961922793,0.211385929341735,1.0115835718585,0.627505613250262,-0.543176638936523,0.236119886332211,1.05414886724078,0.648640131493828,1.60533838481684,0.496027336064203,-0.0500507484323669,1.43048069252759,1.39203389278597,0.683052562810414,1.28269159705451
"NonTumor",-1.42380516890412,-1.03524310078077,-1.17711097739326,-0.604964328320874,-2.53452512256668,-1.2831011384989,-1.13672336340896,0.859954434691002,-0.545354887429047,-0.903078237094135,-0.760223876367537,-0.604124715278832,-1.11647501641578,-0.706963161768111,0.50202933585008,-1.20652611383985,-1.41821680412859,-0.974072960070291,-0.126174344766303,-1.14615445100487,-1.33141766873059,-1.94999719238013,0.46224159028439,-0.71748413201224,-0.329169444161199,0.538870914847141,-1.53604360719436,-1.63000716258458,-1.06953873844319,-1.52585990100241,-1.13449791984622,0.861286553063984,-2.04292464798071,-0.878051946249966,-0.972213089016046,-0.0762330138691709
