"","ENSG_id","logFC","adj.P.Val","logrank.pvalue","beta","HR","CI","wald.test","HR.pvalue","Symbol"
"110","ENSG00000241388.4",4.18828512769101,6.54008737821439e-34,0.701771301916591,-0.00061,1," (0.822-1.21)",0,0.995,"HNF1A-AS1"
"111","ENSG00000241764.3",0.578042578163318,9.38197100069157e-10,0.32858441330944,0.28,1.3," (0.955-1.84)",2.83,0.0925,"AC002467.7"
"112","ENSG00000242125.3",0.309100866296893,0.00561278079284275,0.97046620904007,-0.046,0.96," (0.736-1.24)",0.12,0.731,"SNHG3"
"113","ENSG00000242207.1",4.77974798062013,2.64678047886694e-40,0.223086380865148,-0.0046,1," (0.895-1.11)",0.01,0.932,"HOXB-AS4"
"114","ENSG00000242516.1",0.642146143605623,0.000738123175089932,0.228007751851759,-0.0049,1," (0.922-1.07)",0.02,0.9,"LINC00960"
"115","ENSG00000242588.5",-0.782095973383958,8.52484282934426e-12,0.46820861037164,0.069,1.1," (0.953-1.2)",1.34,0.247,"RP11-274B21.14"
"116","ENSG00000242861.1",-0.414414379233048,0.000313550305819164,0.266987193349802,0.14,1.1," (0.935-1.41)",1.73,0.188,"RP11-285F7.2"
"117","ENSG00000243479.3",6.59542283697225,6.5661736714395e-91,0.591950164177042,0.15,1.2," (0.928-1.45)",1.7,0.192,"MNX1-AS1"
"118","ENSG00000244459.2",0.0419526707973852,0.720130918254394,0.377171438792048,0.14,1.2," (0.999-1.33)",3.81,0.0509,"RP11-1398P2.1"
"119","ENSG00000244567.1",-0.954375506859203,6.75897656482175e-24,0.158781065203524,0.13,1.1," (0.885-1.45)",0.98,0.321,"AC096772.6"
"120","ENSG00000244701.1",-1.08626874839364,2.82528834491839e-24,0.150068112488776,0.062,1.1," (0.858-1.32)",0.32,0.574,"RP5-894A10.2"
"121","ENSG00000245532.5",-2.1854403539479,1.61132644140941e-38,0.210932914471634,0.062,1.1," (0.895-1.26)",0.49,0.483,"NEAT1"
"122","ENSG00000245556.2",0.0611086676278392,0.509659027126469,0.127700199417341,0.14,1.2," (0.85-1.57)",0.85,0.356,"SCAMP1-AS1"
"123","ENSG00000245970.2",-0.54912637718272,8.88625127764667e-08,0.0923619182040352,0.073,1.1," (0.849-1.36)",0.36,0.546,"KB-1208A12.3"
"124","ENSG00000246089.3",0.832838231267354,8.2404704430863e-20,0.681535926980007,-0.071,0.93," (0.692-1.25)",0.22,0.642,"RP11-115C21.2"
"125","ENSG00000246263.2",0.00578117990352012,0.952440190084902,0.561841604409312,-0.028,0.97," (0.778-1.21)",0.06,0.804,"KB-431C1.4"
"126","ENSG00000246451.2",-1.73910403562318,1.46275604881594e-41,0.6904240128705,0.12,1.1," (0.929-1.38)",1.51,0.22,"RP11-894P9.1"
"127","ENSG00000246582.2",2.86264628481792,5.97638010358585e-68,0.354622655228231,-0.12,0.88," (0.663-1.18)",0.73,0.394,"RP11-1149O23.3"
"128","ENSG00000247095.2",0.12882964987187,0.352347567670692,0.00546356744093338,0.34,1.4," (1.17-1.69)",13.2,0.000273,"MIR210HG"
"129","ENSG00000247400.3",0.677870507178687,1.52592803716238e-13,0.301505380037627,0.027,1," (0.839-1.26)",0.07,0.794,"DNAJC3-AS1"
"130","ENSG00000247516.4",-0.958671553627345,3.2170876280498e-14,0.552731729349647,-0.079,0.92," (0.824-1.04)",1.84,0.175,"MIR4458HG"
"131","ENSG00000247679.2",-0.78125105130225,6.85569467924721e-17,0.852986880390819,0.1,1.1," (0.881-1.39)",0.76,0.384,"RP11-1277A3.1"
"132","ENSG00000247844.1",8.34765892754176,3.48676458104341e-169,0.912426215568457,0.011,1," (0.866-1.18)",0.02,0.887,"CCAT1"
"133","ENSG00000247903.1",0.350129986078928,0.000129318886501459,0.391440452382095,0.048,1," (0.862-1.28)",0.23,0.631,"RP11-421F16.3"
"134","ENSG00000248008.2",1.15781337514144,8.9791704110701e-42,0.643146124646281,-0.19,0.82," (0.514-1.32)",0.65,0.419,"DYNLL1-AS1"
"135","ENSG00000248275.1",-0.833970423316432,1.15343622796649e-15,0.912778083768982,0.036,1," (0.732-1.47)",0.04,0.839,"TRIM52-AS1"
"136","ENSG00000248866.1",-0.0859426815124795,0.313314713418419,0.77003864049658,-0.052,0.95," (0.774-1.16)",0.25,0.618,"USP46-AS1"
"137","ENSG00000249007.1",2.68615472119846,2.13938638561674e-16,0.512144001942821,0.052,1.1," (0.905-1.23)",0.45,0.503,"RP11-510N19.5"
"138","ENSG00000249395.2",5.04669729115268,9.45106705663543e-53,0.34416666683594,0.1,1.1," (1-1.22)",4.09,0.043,"CASC9"
"139","ENSG00000250222.1",-0.186877805400548,0.183146572591801,0.480663163560694,-0.11,0.9," (0.775-1.05)",1.91,0.167,"CTC-338M12.5"
"140","ENSG00000250786.1",0.62389804859757,4.13765501638296e-07,0.534258752720261,-0.065,0.94," (0.819-1.07)",0.88,0.349,"SNHG18"
"141","ENSG00000251169.2",3.74185836390857,5.39961227382799e-37,0.884942409272239,-0.083,0.92," (0.764-1.11)",0.76,0.385,"AC005355.2"
"142","ENSG00000251580.1",-0.317105202857991,0.00627163247228317,0.67324455972518,-0.059,0.94," (0.834-1.07)",0.89,0.346,"RP11-539L10.3"
"143","ENSG00000253187.2",0.00700927477504232,0.965867805002359,0.256940444096583,-0.049,0.95," (0.863-1.05)",0.94,0.332,"HOXA10-AS"
"144","ENSG00000253210.1",-0.0446920700523856,0.665103087810677,0.842574387113045,-0.062,0.94," (0.81-1.09)",0.66,0.418,"RP11-809O17.1"
"145","ENSG00000253414.2",5.41709129802907,6.43354541560373e-85,0.221306936180743,-0.1,0.9," (0.812-1)",3.86,0.0496,"RP11-150O12.6"
"146","ENSG00000253508.1",-0.729231296357749,0.000300454264117158,0.150612122204256,-0.055,0.95," (0.878-1.02)",2.06,0.152,"RP1-170O19.14"
"147","ENSG00000253738.1",0.47236397488138,2.66362898100717e-07,0.680409355650838,-0.054,0.95," (0.727-1.23)",0.16,0.688,"OTUD6B-AS1"
"148","ENSG00000253930.1",2.54600443783418,4.27893980793243e-58,0.0054776100728784,-0.083,0.92," (0.818-1.04)",1.91,0.167,"RP11-1149O23.2"
"149","ENSG00000253948.1",-1.10360359533651,1.28078911796372e-18,0.353408765707881,0.036,1," (0.898-1.2)",0.24,0.621,"RP11-410L14.2"
"150","ENSG00000253982.1",-0.50812213047928,7.76841217588695e-07,0.123389227577072,-0.23,0.8," (0.579-1.1)",1.9,0.168,"CTD-2336O2.1"
"151","ENSG00000254290.1",4.95686377422209,1.85298475058119e-85,0.318919864316376,-0.077,0.93," (0.82-1.05)",1.55,0.214,"RP11-150O12.3"
"152","ENSG00000254343.2",-0.799322655489416,1.10614634073259e-11,0.74775312635646,0.0029,1," (0.856-1.17)",0,0.971,"RP11-760H22.2"
"153","ENSG00000254531.1",0.0419250178762693,0.68351544179169,0.352251788051868,0.086,1.1," (0.868-1.37)",0.55,0.46,"FLJ20021"
"154","ENSG00000254614.2",0.827164723809154,4.52754437516617e-13,0.918234853105372,0.059,1.1," (0.863-1.3)",0.31,0.576,"AP003068.23"
"155","ENSG00000254682.1",0.608453287247416,5.2906525929508e-08,0.378961425238793,-0.12,0.89," (0.742-1.06)",1.76,0.185,"RP11-660L16.2"
"156","ENSG00000254837.2",0.770074011477873,1.4971236615012e-18,0.621004663860187,-0.17,0.84," (0.648-1.1)",1.59,0.208,"AP001372.2"
"157","ENSG00000254910.1",-1.63086468679531,2.83380230815819e-20,0.211662116305799,0.13,1.1," (0.996-1.31)",3.61,0.0574,"RP11-326C3.7"
"158","ENSG00000254911.3",-0.934768510984999,1.71813303912003e-08,0.934397618022373,-0.016,0.98," (0.88-1.1)",0.08,0.784,"SCARNA9"
"159","ENSG00000255026.1",1.0586157133165,8.33325382416397e-08,0.252899854032287,0.063,1.1," (0.969-1.17)",1.69,0.194,"RP11-326C3.2"
"160","ENSG00000255135.3",0.31608657892121,0.00191587898755125,0.051800915667499,0.19,1.2," (0.924-1.57)",1.9,0.168,"RP11-111M22.3"
"161","ENSG00000255153.1",-1.00587856737957,1.0322203067716e-23,0.342442553931201,0.14,1.1," (0.899-1.47)",1.22,0.269,"TOLLIP-AS1"
"162","ENSG00000255198.4",-0.244659805571117,0.0291475501693392,0.178500527049725,0.051,1.1," (0.873-1.27)",0.28,0.594,"SNHG9"
"163","ENSG00000255224.1",0.395814360127492,6.47259157450536e-06,0.412992321848098,0.022,1," (0.79-1.32)",0.03,0.869,"CTD-3065J16.9"
"164","ENSG00000255284.1",-1.1133883869016,1.12146067962574e-21,0.124072548209648,0.45,1.6," (1.23-2.02)",13,0.00032,"AP006621.5"
"165","ENSG00000255455.2",-1.61907134188625,1.11809122294841e-53,0.39971139183315,0.026,1," (0.816-1.29)",0.05,0.825,"RP11-890B15.3"
"166","ENSG00000255474.1",2.39477751496641,3.76947654968557e-25,0.870939494455912,4.5e-06,1," (0.888-1.13)",0,1,"RP11-234B24.2"
"167","ENSG00000255737.2",1.04737716675761,1.55891378436463e-25,0.169744996728992,0.12,1.1," (0.912-1.4)",1.25,0.263,"AGAP2-AS1"
"168","ENSG00000255774.1",4.4774346002057,1.46859250408457e-32,0.470813360604503,-0.036,0.96," (0.857-1.09)",0.36,0.549,"AP000439.3"
"169","ENSG00000256073.3",0.0327530405206744,0.735012262077221,0.96928137557725,0.2,1.2," (0.925-1.62)",1.99,0.158,"URB1-AS1"
"170","ENSG00000256262.1",1.83669484692287,4.38660339426733e-18,0.697908932393783,-0.13,0.88," (0.762-1.02)",2.98,0.0844,"USP30-AS1"
"171","ENSG00000256546.1",-0.94815131302112,2.05267875594313e-09,0.0907374769765814,0.18,1.2," (1.05-1.36)",7.53,0.00607,"AC156455.1"
"172","ENSG00000256643.1",2.56273818432734,7.34106639970802e-10,0.389023314833369,0.0026,1," (0.945-1.06)",0.01,0.932,"RP11-349K16.1"
"173","ENSG00000256806.3",0.734374843860693,2.97455142666586e-17,0.564889782997397,0.14,1.1," (0.878-1.5)",1.01,0.316,"C17orf100"
"174","ENSG00000256940.1",4.23123844177462,4.0259440730174e-56,0.206922646437509,0.088,1.1," (0.897-1.33)",0.77,0.38,"RP11-783K16.5"
"175","ENSG00000257084.1",4.94608277428171,6.91788875342003e-40,0.948935553245756,0.18,1.2," (0.958-1.49)",2.51,0.113,"U47924.27"
"176","ENSG00000257086.1",-0.114739524236906,0.241537636610209,0.625538437391522,0.25,1.3," (0.993-1.66)",3.62,0.057,"RP11-783K16.13"
"177","ENSG00000257270.1",0.167417113563125,0.593323662024289,0.470899683431582,0.13,1.1," (0.987-1.31)",3.17,0.0751,"RP11-521B24.5"
"178","ENSG00000257303.1",-0.811936423825413,1.42020702835669e-13,0.403239275935757,-0.099,0.91," (0.769-1.07)",1.4,0.237,"RP11-977G19.11"
"179","ENSG00000257556.1",0.653101788832431,5.76480912238426e-09,0.56288359747424,0.0084,1," (0.861-1.18)",0.01,0.917,"RP11-44N21.1"
"180","ENSG00000257702.3",1.07210873691771,1.82524177016105e-24,0.00374181906859449,0.39,1.5," (1.08-2.02)",5.84,0.0157,"LBX2-AS1"
"181","ENSG00000258056.2",-0.327297485398706,0.000742963782052766,0.0371622015654026,0.49,1.6," (1.15-2.34)",7.45,0.00634,"RP11-644F5.11"
"182","ENSG00000258122.1",3.10767350988093,2.26665163250304e-21,0.019388213678116,0.03,1," (0.938-1.13)",0.4,0.53,"RP11-61A14.1"
"183","ENSG00000258199.1",-0.56892155403509,1.28862831956512e-07,0.692036979804486,0.18,1.2," (0.906-1.57)",1.59,0.207,"RP11-977G19.5"
"184","ENSG00000258297.1",-1.3144250373633,7.44917087989953e-31,0.659628654937108,0.058,1.1," (0.826-1.36)",0.21,0.65,"RP11-658F2.8"
"185","ENSG00000258424.1",-3.33473489517329,1.17773528190329e-46,0.929773349973924,0.023,1," (0.945-1.11)",0.33,0.568,"RP11-471B22.2"
"186","ENSG00000258474.1",5.23746081148617,6.10524213071097e-58,0.262726881874689,-0.061,0.94," (0.818-1.08)",0.73,0.392,"RP11-187E13.1"
"187","ENSG00000258634.3",-0.629699518200016,1.73465747146442e-12,0.346848123139703,0.17,1.2," (0.897-1.57)",1.44,0.23,"RP4-773N10.4"
"188","ENSG00000258655.2",0.0893678083605414,0.309796178330073,0.336669900328179,0.1,1.1," (0.872-1.41)",0.7,0.402,"ARHGAP5-AS1"
"189","ENSG00000258837.1",0.927388603410276,0.00141495283628403,0.303282867354079,0.034,1," (0.967-1.11)",0.95,0.33,"CTD-2566J3.1"
"190","ENSG00000258920.1",-0.139824915903735,0.123827967948706,0.675261087033796,0.13,1.1," (0.888-1.47)",1.08,0.3,"FOXN3-AS1"
"191","ENSG00000259065.1",-1.02949131658669,4.07555691881316e-16,0.00719223212476694,0.24,1.3," (1.07-1.52)",7.35,0.0067,"RP5-1021I20.1"
"192","ENSG00000259153.1",4.24590912321318,3.46991852834766e-57,0.793465656890013,0.083,1.1," (0.887-1.33)",0.64,0.423,"RP6-65G23.3"
"193","ENSG00000259250.1",-0.202571107566708,0.0324789615667361,0.0909179511958312,0.12,1.1," (0.932-1.38)",1.56,0.211,"RP11-50C13.1"
"194","ENSG00000259291.2",-1.43203155048965,4.32035865565185e-32,0.665550808032581,0.018,1," (0.811-1.28)",0.02,0.875,"RP11-617F23.1"
"195","ENSG00000259330.1",-1.85515898006643,5.43026551459789e-44,0.17561298634891,0.13,1.1," (0.877-1.49)",0.98,0.321,"INAFM2"
"196","ENSG00000259342.1",2.00879491000857,1.79504516376796e-09,0.476390506189619,-0.012,0.99," (0.901-1.08)",0.06,0.808,"RP11-519G16.5"
"197","ENSG00000259366.1",-0.783495461257511,4.07703711875603e-14,0.429919997993219,-0.0065,0.99," (0.866-1.14)",0.01,0.926,"CTD-2647L4.4"
"198","ENSG00000259456.3",-0.0348902583079417,0.723241825021001,0.0986435672939741,0.11,1.1," (0.906-1.39)",1.11,0.291,"ADNP-AS1"
"199","ENSG00000259623.1",0.47794680345506,1.30688428719003e-08,0.502896896268119,-0.14,0.87," (0.664-1.14)",1.06,0.304,"RP11-156E6.1"
"200","ENSG00000259704.1",3.58405588139347,3.60044479214717e-31,0.339082138032839,-0.079,0.92," (0.838-1.02)",2.45,0.117,"CTD-3094K11.1"
"201","ENSG00000259865.1",-0.427709557553945,8.49841612384059e-05,0.444124656412204,0.039,1," (0.909-1.19)",0.32,0.573,"RP11-488L18.10"
"202","ENSG00000259877.2",-0.912455979592096,3.59258062550756e-21,0.977605396114617,-0.1,0.9," (0.726-1.12)",0.88,0.348,"RP11-46C24.7"
"203","ENSG00000259943.1",-0.44651270137199,2.38364706519311e-06,0.808269108494365,0.052,1.1," (0.808-1.37)",0.15,0.702,"RP1-39G22.7"
"204","ENSG00000259953.1",1.41935515468312,7.93072255133893e-35,0.107613478294666,0.26,1.3," (0.982-1.73)",3.36,0.0669,"RP11-4O1.2"
"205","ENSG00000259972.2",-1.25541149986873,1.29985913643376e-26,0.61954278216385,0.17,1.2," (0.957-1.48)",2.45,0.118,"AC009120.6"
"206","ENSG00000259974.2",3.04529047103089,2.03158543580678e-25,0.0353610723693744,-0.11,0.9," (0.822-0.985)",5.24,0.0221,"LINC00261"
"207","ENSG00000259976.1",-1.67433909517685,2.23268600802547e-40,0.135703583153235,0.11,1.1," (0.911-1.37)",1.13,0.289,"RP11-553L6.5"
"208","ENSG00000260018.1",-0.0172927472280199,0.878785103189491,0.766577874441473,0.043,1," (0.88-1.24)",0.24,0.623,"RP11-505K9.1"
"209","ENSG00000260025.1",-1.87384748229207,5.0657330146149e-57,0.866506805498604,-0.0064,0.99," (0.834-1.18)",0.01,0.943,"RP11-490M8.1"
"210","ENSG00000260032.1",1.12374795849665,1.72626882561606e-24,0.87328824240569,-0.081,0.92," (0.689-1.23)",0.3,0.583,"LINC00657"
"211","ENSG00000260114.2",0.0788111865727594,0.395319842576974,0.591256958543371,0.14,1.1," (0.88-1.49)",1.03,0.31,"CTD-2574D22.4"
"212","ENSG00000260121.1",-1.91476734540843,3.36584629389917e-48,0.743358266804903,0.15,1.2," (0.947-1.43)",2.08,0.149,"RP5-1142A6.9"
"213","ENSG00000260196.1",1.52786461279825,2.76405848345966e-40,0.884755427882234,0.098,1.1," (0.879-1.38)",0.72,0.398,"RP1-239B22.5"
"214","ENSG00000260219.2",1.33951166544853,3.67282334006069e-37,0.282145420431615,0.15,1.2," (0.896-1.52)",1.3,0.255,"RP11-347C12.10"
"215","ENSG00000260231.1",1.68194742349159,8.56354049709083e-39,0.860894357101069,-0.032,0.97," (0.755-1.24)",0.06,0.799,"JHDM1D-AS1"
"216","ENSG00000260244.1",-1.82428403143373,1.49156283680133e-28,0.86128720504412,-0.01,0.99," (0.872-1.12)",0.03,0.873,"RP11-588K22.2"
"217","ENSG00000260257.2",-0.672257199034927,4.29597206709964e-10,0.294050727482559,0.12,1.1," (0.899-1.41)",1.07,0.302,"RP5-1085F17.3"
"218","ENSG00000260260.1",-0.3586969337836,0.0032458824440944,0.525390133619776,-0.0075,0.99," (0.801-1.23)",0,0.945,"SNHG19"
"219","ENSG00000260265.1",4.71809674494628,8.54039322199728e-46,0.508092801840416,-0.009,0.99," (0.846-1.16)",0.01,0.911,"RP11-44F21.5"
"220","ENSG00000260267.1",0.449937809639889,3.85390342762895e-08,0.314615495743376,0.26,1.3," (0.944-1.79)",2.59,0.108,"RP11-452L6.5"
"221","ENSG00000260401.1",1.40811956688362,4.44962715042593e-17,0.890658592581376,0.024,1," (0.843-1.24)",0.06,0.809,"RP11-800A3.4"
"222","ENSG00000260418.1",2.0297429747455,4.54899308604231e-25,0.183142248697558,0.0016,1," (0.823-1.22)",0,0.988,"RP3-406A7.7"
"223","ENSG00000260552.1",0.869721233361769,3.33705568330797e-12,0.0691561796247221,0.11,1.1," (0.932-1.33)",1.38,0.239,"RP11-49I11.1"
"224","ENSG00000260563.3",-1.51676779195023,3.40273805827984e-37,0.117265391589052,0.33,1.4," (1.09-1.76)",7.3,0.00688,"RP13-516M14.1"
"225","ENSG00000260704.1",3.9295261201937,3.69410923241356e-38,0.23584715121471,0.1,1.1," (0.91-1.34)",1.02,0.313,"LINC00543"
"226","ENSG00000260708.1",-0.134015522512641,0.202783967394037,0.861976749466631,0.13,1.1," (0.887-1.46)",1.03,0.31,"CTA-29F11.1"
"227","ENSG00000260766.1",0.0969334471407162,0.268711929862075,0.46135629263021,0.014,1," (0.774-1.33)",0.01,0.921,"RP11-226L15.5"
"228","ENSG00000260804.3",-0.303262711664539,0.000783104355924608,0.783186432139237,-0.16,0.85," (0.675-1.08)",1.79,0.181,"PKI55"
"229","ENSG00000260822.1",-0.332939446317917,0.00130370804997031,0.0982088922341992,-0.14,0.87," (0.67-1.13)",1.09,0.296,"GS1-358P8.4"
"230","ENSG00000260853.1",-0.254404606896675,0.0387467443362301,0.174385960559264,0.11,1.1," (0.927-1.33)",1.31,0.252,"RP11-264B17.2"
"231","ENSG00000260912.1",0.29125851749485,0.00399997412061765,0.356970490220521,0.095,1.1," (0.907-1.33)",0.94,0.332,"RP11-363E7.4"
"232","ENSG00000260917.1",-1.08224731985039,1.48742598292391e-30,0.366941787369107,0.0074,1," (0.788-1.29)",0,0.953,"RP11-57H14.4"
"233","ENSG00000261061.1",2.37653711700796,5.17693747529238e-107,0.713500707719799,-0.016,0.98," (0.736-1.32)",0.01,0.916,"RP11-303E16.2"
"234","ENSG00000261087.1",-1.32383876479556,1.57219135442859e-29,0.17789236828275,0.11,1.1," (0.901-1.38)",1.02,0.313,"KB-1460A1.5"
"235","ENSG00000261116.1",4.24486455548224,2.46832562924584e-45,0.666435364180746,0.075,1.1," (0.847-1.37)",0.37,0.544,"RP3-523K23.2"
"236","ENSG00000261123.1",1.89073130494334,1.91371745666555e-63,0.675593712974916,-0.051,0.95," (0.741-1.22)",0.16,0.691,"RP11-304L19.3"
"237","ENSG00000261188.1",0.286378792772627,0.000941181306182239,0.873551076978923,-0.029,0.97," (0.763-1.24)",0.05,0.816,"CTA-445C9.14"
"238","ENSG00000261295.1",-0.198712449229563,0.204136659394966,0.514111913545359,-0.013,0.99," (0.892-1.09)",0.06,0.805,"RP11-524D16__A.3"
"239","ENSG00000261353.1",-0.849632481299232,2.04815232616273e-08,0.40851675308031,-0.025,0.97," (0.888-1.07)",0.29,0.593,"CTA-14H9.5"
"240","ENSG00000261373.1",3.29736658181686,2.56283100835428e-108,0.169614496472592,0.14,1.2," (0.943-1.4)",1.92,0.166,"VPS9D1-AS1"
"241","ENSG00000261437.1",4.24422161781,1.57115368779909e-44,0.908738422242073,0.065,1.1," (0.862-1.32)",0.36,0.55,"RP11-22C11.2"
"242","ENSG00000261455.1",0.260050843789387,0.00597687857381531,0.146546308842994,0.21,1.2," (0.975-1.56)",3.05,0.0807,"LINC01003"
"243","ENSG00000261512.2",0.904594603024546,3.88646426241554e-15,0.583116795714727,0.099,1.1," (0.91-1.34)",1.01,0.315,"RP11-46D6.1"
"244","ENSG00000261526.2",-0.665562621825576,4.14737536397709e-11,0.293002653532288,0.12,1.1," (0.88-1.44)",0.88,0.349,"CTB-31O20.2"
"245","ENSG00000261572.1",2.20370101598127,1.66019164045925e-67,0.51181908148742,0.0012,1," (0.756-1.33)",0,0.993,"RP11-384L8.1"
"246","ENSG00000261643.1",-0.53332346372538,3.87662761891331e-09,0.472276066866093,0.12,1.1," (0.905-1.39)",1.11,0.293,"RP11-529E10.6"
"247","ENSG00000261685.2",-0.480690988977547,0.0026937625487742,0.74653744454378,0.024,1," (0.925-1.13)",0.21,0.648,"RP11-401P9.4"
"248","ENSG00000261716.1",-0.623024823824665,8.00564726055784e-10,0.237337328405968,0.32,1.4," (1.08-1.74)",6.71,0.00956,"RP11-196G18.22"
"249","ENSG00000261799.1",-0.362952003459721,2.09128392782417e-05,0.316757015468341,-0.11,0.9," (0.693-1.17)",0.65,0.42,"RP11-283I3.6"
"250","ENSG00000261804.1",5.57045227761277,1.47229578052256e-64,0.502351355832731,-0.031,0.97," (0.891-1.06)",0.5,0.479,"RP11-44F14.2"
"251","ENSG00000262001.1",1.27649889537951,2.36882509035277e-34,0.461145220364788,-0.07,0.93," (0.757-1.15)",0.43,0.51,"DLGAP1-AS2"
"252","ENSG00000262049.1",-0.964774139795199,3.21644636891102e-23,0.339552748516886,0.22,1.2," (0.941-1.66)",2.36,0.125,"RP13-1032I1.7"
"253","ENSG00000262050.1",-0.732795494498516,1.8138769586182e-08,0.0436443306871206,0.077,1.1," (0.926-1.26)",0.96,0.328,"RP11-74E22.3"
"254","ENSG00000262089.1",-1.54043896866827,3.40094299960221e-31,0.00162299816797766,0.15,1.2," (0.917-1.46)",1.51,0.22,"RP11-589P10.5"
"255","ENSG00000262251.1",0.243790410184181,0.0220147155249456,0.018312174043599,0.34,1.4," (1.11-1.79)",7.74,0.00541,"RP11-199F11.2"
"256","ENSG00000262823.1",3.36549203717851,2.52023975045528e-33,0.571171828269379,-0.05,0.95," (0.801-1.13)",0.33,0.568,"RP13-580F15.2"
"257","ENSG00000263004.1",-0.0488572251712833,0.647343398641279,0.217029414595404,-0.031,0.97," (0.787-1.19)",0.09,0.77,"RP11-166P13.3"
"258","ENSG00000263272.1",-1.32441907930801,5.07744714679621e-31,0.0015529671540488,0.27,1.3," (1.04-1.64)",5.09,0.0241,"CTC-524C5.2"
"259","ENSG00000263335.1",-0.775252873010713,1.63864173427346e-12,0.930206868843935,-0.038,0.96," (0.814-1.14)",0.2,0.657,"AF001548.5"
"260","ENSG00000263429.3",2.60317613544242,2.09936071502714e-18,0.670908268585609,-0.039,0.96," (0.868-1.07)",0.55,0.457,"LINC00675"
"261","ENSG00000263470.1",-0.885950998182628,3.69248064220588e-18,0.89033687167018,0.053,1.1," (0.841-1.32)",0.21,0.648,"RP11-160O5.1"
"262","ENSG00000263731.1",1.16085450106088,6.95397133569818e-36,0.463602114775455,-0.034,0.97," (0.736-1.27)",0.06,0.805,"RP11-498C9.15"
"263","ENSG00000264112.1",-1.18933489743167,2.20781818865266e-21,0.866795273516659,0.012,1," (0.855-1.2)",0.02,0.885,"RP11-159D12.2"
"264","ENSG00000264247.1",-0.262249214113982,0.0029164854633589,0.881829229494917,-0.095,0.91," (0.635-1.3)",0.27,0.602,"LINC00909"
"265","ENSG00000264575.1",-0.0468153600671816,0.711301203975997,0.900933554417221,-0.016,0.98," (0.862-1.12)",0.06,0.811,"LINC00526"
"266","ENSG00000264577.1",0.0373604007869469,0.726514982399046,0.444783144178876,0.1,1.1," (0.872-1.4)",0.69,0.406,"AC010761.8"
"267","ENSG00000265415.1",7.22959590817969,2.4883275894314e-105,0.0256413178434288,-0.18,0.84," (0.66-1.06)",2.26,0.133,"CTD-2510F5.4"
"268","ENSG00000265519.1",-2.34892947249468,4.17264973319932e-30,0.815053823501771,-0.0084,0.99," (0.909-1.08)",0.04,0.85,"CTD-3157E16.1"
"269","ENSG00000265666.1",-0.53913013705752,2.71763578915706e-10,0.345784775660406,0.17,1.2," (0.925-1.52)",1.81,0.178,"RARA-AS1"
"270","ENSG00000265688.1",2.99909065824062,3.24013139122217e-144,0.889359979228648,0.028,1," (0.803-1.32)",0.05,0.823,"MAFG-AS1"
"271","ENSG00000266010.1",0.104119982256562,0.513753937177628,0.0265961878814155,0.094,1.1," (0.913-1.32)",0.99,0.319,"GATA6-AS1"
"272","ENSG00000266036.1",2.51160340007712,6.65291481681811e-27,0.803213153737871,0.085,1.1," (0.944-1.26)",1.36,0.243,"RP11-452I5.2"
"273","ENSG00000266208.1",0.354580098826933,0.000210540396475103,0.644962564037808,0.21,1.2," (0.952-1.6)",2.52,0.112,"CTD-2267D19.3"
"274","ENSG00000266402.3",1.01809089156518,6.56430798087369e-06,0.503884786637922,-0.036,0.96," (0.877-1.06)",0.56,0.456,"RP11-329L6.2"
"275","ENSG00000266469.1",0.643861969980255,2.96821536920189e-13,0.269972059261108,0.12,1.1," (0.84-1.51)",0.63,0.428,"CTB-131K11.1"
"276","ENSG00000266490.1",-0.482820854972013,9.43518223064849e-06,0.96051811287686,0.081,1.1," (0.951-1.24)",1.48,0.224,"CTD-2349P21.9"
"277","ENSG00000266962.2",0.438673497127623,6.04306523889375e-07,0.782431458251573,0.22,1.2," (0.882-1.77)",1.57,0.21,"RP11-400F19.6"
"278","ENSG00000267002.1",-0.401114543134964,2.53531124077335e-05,0.374857383294097,0.17,1.2," (0.916-1.55)",1.7,0.193,"RP11-242D8.1"
"279","ENSG00000267049.1",0.313793775395818,0.0819662708445979,0.52876504661385,-0.0087,0.99," (0.87-1.13)",0.02,0.896,"AC002398.13"
"280","ENSG00000267082.1",-2.68244748340505,1.30121272433898e-54,0.161232395168851,0.12,1.1," (0.965-1.33)",2.3,0.129,"CTC-510F12.2"
"281","ENSG00000267100.1",-0.311709342709965,0.00166587336781726,0.744526837915966,0.24,1.3," (0.942-1.71)",2.46,0.117,"ILF3-AS1"
"282","ENSG00000267152.1",-0.572232410307759,5.9982340734276e-09,0.102259483537026,0.076,1.1," (0.897-1.3)",0.65,0.42,"CTD-2528L19.6"
"283","ENSG00000267194.1",0.40597523414657,0.00233135000462624,0.240050822233034,-0.16,0.85," (0.723-0.998)",3.93,0.0475,"RP1-193H18.2"
"284","ENSG00000267296.2",1.07655957850973,1.26557670075248e-19,0.142716160530575,-0.074,0.93," (0.743-1.16)",0.42,0.515,"CEBPA-AS1"
"285","ENSG00000267317.2",0.0140626991116073,0.88781755096206,0.00219877079210211,0.55,1.7," (1.28-2.35)",12.7,0.000363,"CTB-25B13.12"
"286","ENSG00000267321.1",0.401718473129498,2.02587161306438e-05,0.710043193299954,0.058,1.1," (0.816-1.38)",0.19,0.662,"RP11-1094M14.11"
