term beta HR CI wald.test HR.pvalue
1 stageii 1.01587244451488 2.76177183930008 0.635410098470738-12.0038754667388 1.3550643287139 0.175397062485938
2 stageiii 1.66435154582237 5.28224684391402 1.23629113231786-22.5692241824361 2.24623947305361 0.0246886731388811
3 stageiv 2.79134667145708 16.3029597560871 3.85338754211852-68.9747641272723 3.79295728808667 0.000148863769451705
354 PRKCQ.AS1 0.16 1.2  (0.89-1.55) 1.29 0.256
355 LINC00844 5.5 250  (1.81-33200) 4.82 0.0281
356 FLG.AS1 2.9 18  (4.53-74.9) 16.6 4.65e-05
357 RP11.443B7.1 -0.017 0.98  (0.555-1.74) 0 0.954
358 SPATA3.AS1 0.39 1.5  (0.643-3.36) 0.83 0.361
359 LINC01410 0.63 1.9  (1.34-2.66) 13.2 0.000277
360 MLK7.AS1 -0.011 0.99  (0.928-1.05) 0.11 0.745
361 PAXBP1.AS1 -0.0048 1  (0.527-1.88) 0 0.988
362 AC012360.6 -0.11 0.9  (0.689-1.17) 0.63 0.427
363 NCK1.AS1 0.16 1.2  (0.933-1.48) 1.88 0.17
364 LINC01119 1.7 5.6  (0.54-58.5) 2.09 0.149
365 KMT2E.AS1 0.075 1.1  (0.993-1.17) 3.22 0.0727
366 PSMD6.AS2 -0.34 0.71  (0.307-1.64) 0.64 0.423
367 PRKAG2.AS1 0.12 1.1  (1-1.27) 3.98 0.0459
368 CDKN2B.AS1 -0.26 0.77  (0.472-1.26) 1.08 0.298
369 LINC00886 -0.033 0.97  (0.535-1.75) 0.01 0.913
370 NDUFB2.AS1 0.38 1.5  (0.773-2.75) 1.36 0.244
371 HOXA11.AS -0.0029 1  (0.945-1.05) 0.01 0.916
372 FLJ22763 -0.062 0.94  (0.79-1.12) 0.49 0.485
373 SUCLG2.AS1 -0.2 0.81  (0.0829-8.01) 0.03 0.861
374 PTPRG.AS1 -0.64 0.53  (0.0854-3.26) 0.47 0.492
375 ADAMTS9.AS2 -1.1 0.33  (0.0089-12.2) 0.36 0.547
376 LINC00893 0.13 1.1  (0.709-1.83) 0.29 0.588
377 PRR34.AS1 0.035 1  (0.927-1.16) 0.38 0.54
378 LINC00969 0.037 1  (0.893-1.21) 0.24 0.625
379 LINC00996 -0.15 0.86  (0.398-1.86) 0.15 0.702
380 LINC00960 0.086 1.1  (0.881-1.35) 0.63 0.428
381 LINC00882 2.6 14  (0.61-316) 2.72 0.099
382 SOX2.OT 4.3 74  (1.86-2950) 5.25 0.0219
383 RP11.285F7.2 0.0077 1  (0.994-1.02) 1.18 0.276
384 ARHGEF26.AS1 0.87 2.4  (0.0713-79.2) 0.23 0.628
385 MNX1.AS1 0.085 1.1  (1-1.18) 4.01 0.0451
386 LINC00883 0.011 1  (0.524-1.95) 0 0.973
387 HOTTIP -0.019 0.98  (0.904-1.06) 0.21 0.644
388 WDR86.AS1 1.8 6.3  (1.45-27.6) 6.03 0.0141
389 TIPARP.AS1 0.059 1.1  (0.705-1.6) 0.08 0.777
390 GS1.259H13.2 -0.031 0.97  (0.484-1.94) 0.01 0.931
391 MIATNB 0.023 1  (0.627-1.67) 0.01 0.927
392 CTD.2377D24.6 -0.0088 0.99  (0.968-1.02) 0.51 0.476
393 GABPB1.AS1 0.024 1  (0.884-1.19) 0.1 0.747
394 LINC00847 0.067 1.1  (0.971-1.18) 1.87 0.171
395 A2M.AS1 -0.37 0.69  (0.213-2.24) 0.38 0.539
396 RNF139.AS1 0.18 1.2  (0.577-2.48) 0.23 0.631
397 RP11.10K16.1 0.26 1.3  (0.385-4.33) 0.17 0.679
398 USP2.AS1 0.13 1.1  (0.506-2.54) 0.09 0.76
399 SCAMP1.AS1 0.083 1.1  (0.943-1.25) 1.31 0.252
400 BDNF.AS 0.51 1.7  (0.697-3.99) 1.32 0.251
401 DDX11.AS1 1 2.7  (1.24-6.08) 6.17 0.013
402 CRNDE 0.06 1.1  (0.952-1.18) 1.15 0.283
403 RAD51.AS1 0.14 1.2  (0.987-1.35) 3.2 0.0735
404 RP11.796E2.4 4.7 120  (0.964-13700) 3.78 0.0518
405 ALDH1L1.AS2 -0.77 0.46  (0.0317-6.72) 0.32 0.572
406 RAB30.AS1 -0.027 0.97  (0.821-1.15) 0.1 0.752
407 LINC01096 0.065 1.1  (0.463-2.46) 0.02 0.879
408 LINC00900 0.79 2.2  (0.285-17.1) 0.57 0.448
409 SBF2.AS1 -0.022 0.98  (0.657-1.46) 0.01 0.914
410 EXTL3.AS1 -0.7 0.5  (0.0592-4.17) 0.42 0.519
411 LINC00968 -0.67 0.51  (0.018-14.5) 0.15 0.695
412 RASSF8.AS1 -0.19 0.83  (0.313-2.2) 0.14 0.705
413 MGC16275 0.076 1.1  (0.097-12) 0 0.951
414 RGMB.AS1 0.045 1  (0.897-1.22) 0.33 0.568
415 DNM1P35 1.4 4.2  (0.643-27.4) 2.25 0.134
416 LINC00920 -0.00077 1  (0.894-1.12) 0 0.989
417 RP1.179N16.6 0.35 1.4  (1.01-2) 3.97 0.0464
418 SOCS2.AS1 0.47 1.6  (0.503-5.04) 0.63 0.429
419 SNHG10 0.11 1.1  (0.945-1.32) 1.66 0.197
420 MIR210HG 0.094 1.1  (1.03-1.17) 8.36 0.00383
421 LINC01252 0.72 2.1  (0.911-4.63) 3.01 0.0828
422 UBL7.AS1 -0.038 0.96  (0.587-1.58) 0.02 0.879
423 ZBED5.AS1 0.027 1  (0.912-1.16) 0.2 0.658
424 DNAJC3.AS1 0.05 1.1  (0.924-1.2) 0.57 0.451
425 OIP5.AS1 -0.014 0.99  (0.912-1.07) 0.12 0.727
426 CKMT2.AS1 0.29 1.3  (0.798-2.22) 1.2 0.273
427 RP11.1277A3.1 0.17 1.2  (0.903-1.57) 1.53 0.216
428 STX18.AS1 -0.55 0.58  (0.183-1.81) 0.9 0.344
429 PCED1B.AS1 0.21 1.2  (1.01-1.52) 4.04 0.0444
430 NR2F2.AS1 0.061 1.1  (0.186-6.07) 0 0.945
431 TMEM161B.AS1 -0.024 0.98  (0.769-1.24) 0.04 0.843
432 RP11.421F16.3 0.025 1  (0.919-1.14) 0.21 0.649
433 SEC24B.AS1 -0.3 0.74  (0.209-2.61) 0.22 0.636
434 LINC00926 0.31 1.4  (1.18-1.57) 18.3 1.85e-05
435 FAM13A.AS1 -0.13 0.87  (0.467-1.63) 0.18 0.673
436 NNT.AS1 0.011 1  (0.803-1.27) 0.01 0.924
437 RP11.499E18.1 -0.19 0.83  (0.481-1.42) 0.47 0.493
438 FLJ12825 2.5 12  (0.26-535) 1.61 0.205
439 TRIM52.AS1 0.027 1  (0.905-1.17) 0.18 0.675
440 MEF2C.AS1 0.72 2.1  (0.0171-249) 0.09 0.767
441 LINC01197 0.94 2.6  (0.13-50.8) 0.38 0.536
442 LINC01207 -0.0038 1  (0.942-1.05) 0.02 0.894
443 USP46.AS1 -0.1 0.9  (0.603-1.35) 0.24 0.623
444 C5orf17 0.11 1.1  (0.896-1.4) 1 0.316
445 HHIP.AS1 -0.16 0.85  (0.49-1.48) 0.33 0.566
446 C5orf66.AS1 -0.13 0.88  (0.407-1.9) 0.11 0.744
447 CTD.3080P12.3 0.12 1.1  (0.428-2.97) 0.06 0.809
448 LINC01088 0.043 1  (0.954-1.14) 0.86 0.353
449 LINC01091 0.26 1.3  (0.665-2.52) 0.58 0.447
450 LINC01234 0.12 1.1  (0.998-1.27) 3.72 0.0538
451 MIR143HG -0.23 0.8  (0.423-1.5) 0.5 0.478
452 NOP14.AS1 -0.054 0.95  (0.588-1.53) 0.05 0.824
453 SRD5A3.AS1 -0.71 0.49  (0.0613-3.95) 0.45 0.505
454 LINC00964 3.2 25  (0.0918-6880) 1.27 0.26
455 LINC01018 1.9 6.7  (2.12-21.2) 10.5 0.00122
456 FZD10.AS1 -0.51 0.6  (0.302-1.21) 2.05 0.152
457 MGC32805 0.047 1  (0.888-1.24) 0.31 0.577
458 LINC01021 -0.018 0.98  (0.768-1.26) 0.02 0.889
459 FLJ33360 0.91 2.5  (0.122-51.1) 0.35 0.553
460 RP11.440I14.2 -2 0.14  (0.00113-16.3) 0.67 0.414
461 SNHG18 -0.014 0.99  (0.958-1.02) 0.89 0.347
462 ZBED3.AS1 -1.1 0.32  (0.0132-7.75) 0.49 0.483
463 AC141928.1 0.45 1.6  (1.11-2.24) 6.39 0.0115
464 THAP9.AS1 0.016 1  (0.955-1.08) 0.25 0.614
465 RP11.549J18.1 -0.066 0.94  (0.34-2.57) 0.02 0.898
466 LINC00923 0.51 1.7  (0.829-3.31) 2.05 0.153
467 SHANK3 0.079 1.1  (0.983-1.19) 2.57 0.109
468 LINC01094 -0.045 0.96  (0.621-1.47) 0.04 0.837
469 RP11.164P12.3 -0.65 0.52  (0.0407-6.66) 0.25 0.616
470 MALAT1 -0.0016 1  (0.994-1) 0.66 0.417
471 RP11.539L10.3 -0.018 0.98  (0.861-1.12) 0.07 0.791
472 RP11.774O3.3 -0.14 0.87  (0.444-1.69) 0.18 0.673
473 TUG1 0.012 1  (0.985-1.04) 0.75 0.387
474 RP1.170O19.14 -0.033 0.97  (0.863-1.08) 0.33 0.568
475 HOXA.AS2 0.011 1  (0.871-1.17) 0.02 0.887
476 ZFHX4.AS1 3.3 26  (1.89-360) 5.92 0.0149
477 OTUD6B.AS1 0.049 1.1  (0.936-1.18) 0.7 0.404
478 RP11.410L14.2 0.12 1.1  (0.893-1.44) 1.05 0.305
479 RBPMS.AS1 -0.044 0.96  (0.579-1.58) 0.03 0.865
480 HOXA.AS3 -0.056 0.95  (0.644-1.39) 0.08 0.777
481 RHPN1.AS1 0.042 1  (0.801-1.36) 0.1 0.754
482 RP11.728F11.4 -0.49 0.61  (0.192-1.96) 0.68 0.411
483 FLJ20021 -0.0018 1  (0.93-1.07) 0 0.959
484 WAC.AS1 0.064 1.1  (0.991-1.15) 2.98 0.0843
485 SENCR 0.19 1.2  (0.364-4.04) 0.1 0.754
487 RP11.111M22.3 0.043 1  (0.972-1.12) 1.4 0.236
488 TOLLIP.AS1 0.094 1.1  (0.779-1.55) 0.29 0.592
490 RP11.736K20.5 -0.12 0.89  (0.503-1.56) 0.18 0.673
491 ZNF252P.AS1 0.18 1.2  (0.419-3.4) 0.11 0.741
492 LINC00925 2.7 15  (4.45-53) 18.7 1.52e-05
493 FAM222A.AS1 -0.15 0.86  (0.636-1.16) 0.99 0.321
494 AGAP2.AS1 0.0037 1  (0.943-1.07) 0.01 0.907
495 PXN.AS1 0.32 1.4  (0.953-1.98) 2.89 0.0894
496 USP30.AS1 -0.049 0.95  (0.841-1.08) 0.6 0.44
497 ZBTB11.AS1 0.16 1.2  (0.443-3.11) 0.1 0.747
498 U47924.27 0.026 1  (0.988-1.07) 1.78 0.182
499 RP11.783K16.13 0.21 1.2  (0.997-1.52) 3.75 0.0528
500 PWAR6 -0.13 0.87  (0.576-1.33) 0.39 0.53
501 TMPO.AS1 0.4 1.5  (1-2.22) 3.83 0.0502
502 RP11.631N16.2 -0.12 0.88  (0.459-1.7) 0.14 0.709
503 RP11.585P4.5 0.11 1.1  (0.864-1.44) 0.69 0.407
504 LBX2.AS1 0.074 1.1  (0.981-1.18) 2.43 0.119
505 RP1.78O14.1 0.38 1.5  (0.611-3.5) 0.73 0.393
506 RP11.644F5.11 0.13 1.1  (0.982-1.32) 2.93 0.0868
507 BCDIN3D.AS1 0.72 2  (0.352-11.9) 0.64 0.425
508 LINC00641 -0.11 0.9  (0.698-1.16) 0.7 0.403
509 DIO3OS 0.008 1  (0.941-1.08) 0.05 0.819
510 RP4.773N10.4 0.099 1.1  (0.817-1.49) 0.42 0.519
511 LINC00930 -0.059 0.94  (0.304-2.92) 0.01 0.919
512 ARHGAP5.AS1 0.11 1.1  (0.957-1.31) 1.98 0.16
513 LINC00638 0.76 2.1  (1.18-3.86) 6.29 0.0122
514 SLC25A21.AS1 0.32 1.4  (0.852-2.21) 1.69 0.193
515 CTD.2292M16.8 0.47 1.6  (0.833-3.05) 1.98 0.159
516 LINC00520 0.27 1.3  (1.02-1.68) 4.4 0.0358
517 FOXN3.AS1 0.07 1.1  (0.807-1.43) 0.23 0.629
518 RP4.647C14.3 -0.83 0.44  (0.117-1.63) 1.52 0.218
519 RPPH1 -0.85 0.43  (0.0398-4.61) 0.49 0.484
520 LINC00639 1.7 5.3  (2.04-13.8) 11.7 0.000628
521 LINC00924 0.98 2.7  (0.947-7.49) 3.45 0.0634
522 USP3.AS1 -0.19 0.83  (0.452-1.52) 0.37 0.541
523 RP11.468E2.5 0.2 1.2  (0.65-2.31) 0.4 0.53
524 RP11.1069G10.1 -0.64 0.53  (0.0904-3.08) 0.51 0.477
525 LINC01314 0.18 1.2  (0.801-1.8) 0.79 0.375
526 RP11.753A21.1 -5.7 0.0033  (5.21e-12-2130000) 0.3 0.581
527 RP11.210M15.2 -0.015 0.99  (0.141-6.88) 0 0.988
528 IQCH.AS1 -0.27 0.76  (0.422-1.37) 0.82 0.365
529 CTD.2256P15.2 0.13 1.1  (0.836-1.56) 0.7 0.402
530 AC083843.1 0.032 1  (0.963-1.11) 0.82 0.365
531 RP11.467D6.1 1.4 4.1  (1.72-9.57) 10.2 0.00141
532 SH3RF3.AS1 -0.15 0.86  (0.428-1.74) 0.17 0.679
533 RP11.488L18.10 0.023 1  (0.977-1.07) 0.95 0.33
534 RP11.410E4.1 -0.17 0.84  (0.46-1.55) 0.3 0.583
535 RP1.39G22.7 0.13 1.1  (1.02-1.26) 5.33 0.021
536 AC009133.15 0.52 1.7  (0.727-3.89) 1.48 0.224
537 RP11.121C2.2 -0.36 0.69  (0.387-1.25) 1.49 0.222
538 RP11.999E24.3 0.74 2.1  (1.1-4.02) 5.07 0.0243
539 AC009120.6 0.041 1  (0.824-1.32) 0.12 0.733
540 LINC00261 -0.013 0.99  (0.966-1.01) 1.51 0.219
541 RP11.305E6.4 0.24 1.3  (0.837-1.95) 1.28 0.258
542 LINC00657 -0.0015 1  (0.993-1) 0.25 0.62
543 RP11.66N11.8 0.15 1.2  (0.92-1.48) 1.62 0.204
544 RP11.568N6.1 -0.29 0.75  (0.33-1.7) 0.47 0.492
545 RP6.201G10.2 0.21 1.2  (0.498-3.08) 0.21 0.647
546 CTC.471J1.2 0.0016 1  (0.841-1.19) 0 0.986
547 RP11.83N9.5 0.3 1.3  (0.89-2.04) 1.99 0.159
548 JHDM1D.AS1 0.012 1  (0.973-1.05) 0.35 0.551
549 SSSCA1.AS1 0.58 1.8  (1.17-2.75) 7.12 0.00764
550 RP11.708J19.1 0.66 1.9  (0.785-4.73) 2.05 0.152
551 RP5.1085F17.3 0.02 1  (0.937-1.11) 0.22 0.64
552 SNHG19 -0.0069 0.99  (0.982-1) 1.35 0.246
553 RP11.480A16.1 0.14 1.1  (0.929-1.41) 1.63 0.202
554 RP11.44F21.5 0.014 1  (0.937-1.1) 0.11 0.736
555 RP11.715J22.6 0.56 1.7  (1.32-2.31) 15.4 8.63e-05
556 RP11.395I6.3 0.28 1.3  (0.65-2.67) 0.58 0.444
557 RP11.48B3.4 -0.21 0.81  (0.481-1.36) 0.66 0.418
558 RP11.416I2.1 0.69 2  (0.317-12.6) 0.54 0.461
559 HEXA.AS1 1.2 3.4  (0.351-32.8) 1.11 0.291
560 CTD.2313J17.5 0.28 1.3  (0.64-2.74) 0.58 0.447
561 RP11.521I2.3 -0.024 0.98  (0.508-1.88) 0.01 0.943
562 RP11.119F7.5 -0.19 0.83  (0.356-1.93) 0.19 0.662
563 RP3.406A7.7 -0.0071 0.99  (0.945-1.04) 0.08 0.78
564 RP4.561L24.3 -0.094 0.91  (0.0978-8.47) 0.01 0.934
565 RP11.55K13.1 -0.19 0.83  (0.312-2.19) 0.15 0.701
566 RP11.426C22.5 0.12 1.1  (0.472-2.68) 0.07 0.79
567 RP11.73K9.2 -0.092 0.91  (0.235-3.54) 0.02 0.894
568 RP11.16N11.2 0.52 1.7  (0.86-3.3) 2.31 0.129
569 CTD.2541J13.1 -1.6 0.21  (0.000139-323) 0.17 0.678
570 RP11.930P14.2 1.1 3.1  (1.19-7.92) 5.35 0.0207
571 STAM.AS1 0.66 1.9  (0.619-6.06) 1.29 0.256
572 SNAI3.AS1 0.17 1.2  (0.37-3.82) 0.09 0.77
573 RP11.375I20.6 2.2 8.9  (0.884-89.2) 3.44 0.0636
574 CTA.29F11.1 0.038 1  (0.949-1.14) 0.69 0.406
575 RP11.747H7.3 -0.12 0.89  (0.646-1.23) 0.49 0.484
576 RP11.366L5.1 0.46 1.6  (0.256-9.74) 0.24 0.622
577 CTD.2196E14.6 0.16 1.2  (0.82-1.66) 0.74 0.389
578 RP11.226L15.5 0.045 1  (0.9-1.21) 0.34 0.56
579 CTD.2083E4.4 -0.095 0.91  (0.272-3.04) 0.02 0.877
580 PKI55 -0.054 0.95  (0.746-1.2) 0.2 0.659
581 RP11.319G9.3 -0.73 0.48  (0.0611-3.83) 0.47 0.492
582 FBXL19.AS1 0.27 1.3  (0.955-1.78) 2.79 0.0947
583 RP11.439E19.10 -0.12 0.89  (0.352-2.25) 0.06 0.807
584 RP11.320H14.1 -0.088 0.92  (0.626-1.34) 0.2 0.651
585 RP11.483I13.5 120 1.2e+50  (1.28e+09-1.17e+91) 5.74 0.0166
586 LINC00565 -0.43 0.65  (0.191-2.2) 0.48 0.488
587 RP11.363E7.4 0.055 1.1  (0.978-1.14) 1.91 0.166
588 RP11.731J8.2 -0.054 0.95  (0.121-7.4) 0 0.959
589 RP1.228H13.5 -0.31 0.73  (0.504-1.07) 2.62 0.106
590 LINC00622 0.15 1.2  (0.639-2.13) 0.25 0.617
591 CAPN10.AS1 0.3 1.3  (0.893-2.03) 2.02 0.155
592 RP11.384P7.7 -0.79 0.45  (0.0367-5.6) 0.38 0.537
593 RP11.552M11.8 -0.49 0.61  (0.286-1.32) 1.57 0.21
594 RP11.297L17.2 0.013 1  (0.644-1.59) 0 0.955
595 RP11.333I13.1 -0.77 0.46  (0.02-10.6) 0.23 0.629
596 DOCK9.AS2 0.045 1  (0.759-1.44) 0.08 0.784
597 RP13.122B23.8 0.17 1.2  (0.794-1.76) 0.69 0.408
598 WFDC21P -0.13 0.87  (0.747-1.02) 2.76 0.0965
599 RP11.274H2.5 -0.033 0.97  (0.551-1.7) 0.01 0.908
601 RP11.819C21.1 -0.022 0.98  (0.658-1.45) 0.01 0.913
602 RP4.798A10.7 2.1 8.2  (1.1-61.8) 4.22 0.0401
603 RP11.37C7.3 0.31 1.4  (0.513-3.66) 0.4 0.529
604 RP11.517B11.7 -0.1 0.91  (0.567-1.44) 0.17 0.676
605 RP11.532F12.5 0.022 1  (0.97-1.08) 0.69 0.407
606 RP11.341N2.1 0.82 2.3  (1.01-5.1) 3.91 0.0481
607 RP11.1007O24.2 0.46 1.6  (0.513-4.91) 0.64 0.423
608 RP11.629O1.2 0.093 1.1  (1-1.21) 3.82 0.0507
609 RP4.714D9.5 -0.052 0.95  (0.732-1.23) 0.15 0.695
610 RP11.389C8.2 -0.052 0.95  (0.61-1.48) 0.05 0.818
611 RP11.517C16.2 0.051 1.1  (0.685-1.62) 0.05 0.815
612 RP11.389G6.3 -2.9 0.055  (3.8e-05-78.2) 0.62 0.433
613 RP11.524D16__A.3 -0.003 1  (0.926-1.07) 0.01 0.937
614 RP4.584D14.7 0.31 1.4  (1.11-1.69) 8.63 0.0033
615 RP11.174G6.5 0.078 1.1  (0.781-1.5) 0.22 0.638
616 LINC01355 -0.056 0.95  (0.766-1.17) 0.28 0.6
617 RP11.378A13.1 0.12 1.1  (0.588-2.17) 0.14 0.712
618 VPS9D1.AS1 0.014 1  (0.975-1.05) 0.5 0.48
619 RP11.1007O24.3 -1.1 0.35  (0.0377-3.2) 0.87 0.35
620 RP11.16P6.1 -0.31 0.73  (0.396-1.36) 0.98 0.323
621 RP11.399O19.9 -0.37 0.69  (0.358-1.33) 1.23 0.267
622 LINC01003 0.099 1.1  (1.01-1.21) 4.47 0.0346
623 RP11.1024P17.1 0.31 1.4  (0.949-1.98) 2.83 0.0926
624 RP11.429B14.4 15 3400000  (10.5-1.11e+12) 5.4 0.0202
625 PAN3.AS1 0.082 1.1  (0.872-1.35) 0.54 0.462
626 RP11.757F18.5 0.082 1.1  (0.887-1.33) 0.63 0.427
627 LA16c.358B7.3 0.36 1.4  (1.01-2.03) 4.08 0.0433
628 CTB.31O20.2 0.2 1.2  (0.956-1.55) 2.54 0.111
629 RP11.524C21.2 -0.73 0.48  (0.00793-29.3) 0.12 0.728
630 RP11.384L8.1 0.15 1.2  (0.899-1.49) 1.3 0.255
631 RP11.21L23.2 0.68 2  (1.02-3.8) 4.1 0.0428
632 CTD.3064M3.3 0.14 1.1  (0.641-2.05) 0.21 0.646
633 RP11.401P9.4 0.006 1  (0.985-1.03) 0.3 0.582
634 SSTR5.AS1 -0.0094 0.99  (0.8-1.23) 0.01 0.932
635 RP4.612B15.3 -0.22 0.8  (0.405-1.58) 0.42 0.518
636 CTC.523E23.1 0.84 2.3  (0.742-7.2) 2.09 0.148
637 AC005606.14 -2.9 0.055  (4.83e-11-63600000) 0.07 0.786
638 RP1.118J21.25 0.33 1.4  (0.556-3.49) 0.5 0.479
639 LOXL1.AS1 0.018 1  (0.714-1.45) 0.01 0.919
640 LINC00662 0.23 1.3  (0.659-2.42) 0.49 0.482
641 RP11.893F2.14 -3.2 0.039  (1.4e-07-11000) 0.26 0.613
642 DLGAP1.AS2 -0.098 0.91  (0.813-1.01) 3.05 0.0809
643 RP13.1032I1.7 0.1 1.1  (0.818-1.5) 0.43 0.51
644 RP11.96D1.11 -1900 0  (0-Inf) 0 0.996
645 RP11.676J12.4 -0.09 0.91  (0.398-2.1) 0.04 0.832
646 RP11.199F11.2 0.23 1.3  (0.987-1.62) 3.44 0.0637
647 RP11.1260E13.2 -0.1 0.9  (0.603-1.34) 0.26 0.608
648 RP11.334C17.5 0.33 1.4  (0.941-2.05) 2.73 0.0985
649 RP11.44F14.8 -0.14 0.87  (0.68-1.12) 1.14 0.286
650 RP11.353N14.2 0.27 1.3  (0.907-1.88) 2.07 0.15
651 RP11.876N24.5 -0.14 0.87  (0.688-1.1) 1.32 0.251
652 ZNF213.AS1 0.14 1.1  (0.891-1.48) 1.15 0.284
653 RP11.166P13.4 -0.53 0.59  (0.191-1.83) 0.83 0.361
654 RP11.461A8.4 -0.53 0.59  (0.278-1.25) 1.9 0.168
656 TAPT1.AS1 0.14 1.2  (0.747-1.78) 0.41 0.522
657 AF001548.5 -0.07 0.93  (0.79-1.1) 0.69 0.407
658 RP5.890E16.2 0.31 1.4  (0.439-4.24) 0.29 0.592
659 LINC00675 0.0015 1  (0.971-1.03) 0.01 0.926
660 RP11.498C9.15 -0.15 0.86  (0.681-1.1) 1.46 0.227
661 LINC00667 0.0095 1  (0.944-1.08) 0.08 0.779
662 LINC00908 5.1 170  (0.00961-3050000) 1.06 0.303
663 LINC00672 0.42 1.5  (0.934-2.48) 2.84 0.0921
664 RP11.196G18.23 -23 8.2e-11  (1.17e-34-5.71e+13) 0.69 0.407
665 LINC00909 0.071 1.1  (0.748-1.54) 0.15 0.7
666 LINC00526 -0.042 0.96  (0.85-1.08) 0.46 0.496
667 RP11.680C21.1 -0.054 0.95  (0.701-1.28) 0.12 0.724
668 C1QTNF1.AS1 -0.27 0.76  (0.476-1.23) 1.24 0.265
669 MIR133A1HG -1.6 0.2  (0.000463-85) 0.27 0.601
670 BZRAP1.AS1 -0.028 0.97  (0.793-1.19) 0.07 0.79
671 DTX2P1.UPK3BP1.PMS2P11 0.27 1.3  (0.853-2.03) 1.54 0.215
672 RARA.AS1 0.01 1  (1-1.02) 3.84 0.05
673 MAFG.AS1 0.013 1  (0.889-1.15) 0.04 0.846
674 LINC00668 0.014 1  (0.975-1.05) 0.5 0.478
675 GATA6.AS1 0.068 1.1  (0.899-1.27) 0.59 0.444
676 NDUFV2.AS1 -0.12 0.89  (0.592-1.32) 0.35 0.554
677 RP11.799D4.4 1.7 5.7  (2.37-13.8) 15 0.000104
678 RP4.657D16.3 -0.47 0.63  (0.21-1.88) 0.69 0.405
679 ASB16.AS1 0.087 1.1  (0.954-1.25) 1.61 0.204
680 ILF3.AS1 0.059 1.1  (1.02-1.1) 11 0.000886
681 PCAT19 0.075 1.1  (0.697-1.67) 0.12 0.734
682 CTD.2528L19.6 0.11 1.1  (0.906-1.37) 1.05 0.306
683 AC084219.3 -0.25 0.78  (0.336-1.79) 0.35 0.552
684 RP1.193H18.2 -0.045 0.96  (0.877-1.04) 1.03 0.311
685 ZNF790.AS1 0.094 1.1  (0.441-2.73) 0.04 0.84
686 CTC.550B14.7 0.17 1.2  (0.79-1.79) 0.69 0.406
687 PARD6G.AS1 0.3 1.3  (0.724-2.5) 0.89 0.347
688 LINC01140 2.3 9.9  (0.26-380) 1.53 0.217
689 MAP3K14.AS1 0.15 1.2  (0.586-2.29) 0.18 0.673
690 AC005306.3 1.4 4.2  (1.27-13.8) 5.54 0.0185
691 CEBPA.AS1 -0.042 0.96  (0.833-1.1) 0.34 0.561
692 CTB.25B13.12 0.15 1.2  (1.07-1.26) 12.9 0.000332
693 RP11.1094M14.11 0.0018 1  (0.933-1.08) 0 0.96
694 SNHG22 -0.065 0.94  (0.746-1.18) 0.32 0.574
695 RP11.552F3.10 -0.082 0.92  (0.384-2.21) 0.03 0.854
696 KCNJ2.AS1 -0.0077 0.99  (0.482-2.04) 0 0.983
697 RP11.635N19.1 -0.15 0.86  (0.408-1.8) 0.16 0.686
698 AC074212.6 0.77 2.2  (1.23-3.82) 7.16 0.00745
699 ZNF582.AS1 0.95 2.6  (0.488-13.8) 1.25 0.264
701 RP11.13K12.5 0.25 1.3  (0.496-3.35) 0.27 0.602
702 ZNF571.AS1 -0.33 0.72  (0.206-2.49) 0.27 0.601
703 CIRBP.AS1 0.039 1  (0.787-1.37) 0.07 0.784
704 CTC.459F4.3 0.11 1.1  (0.599-2.08) 0.12 0.731
705 RP11.53B2.2 -0.44 0.64  (0.202-2.05) 0.56 0.454
706 HP09025 1.2 3.3  (1.12-9.59) 4.72 0.0298
707 RP11.686D22.8 0.092 1.1  (0.448-2.68) 0.04 0.84
708 AC008746.12 0.029 1  (0.855-1.24) 0.09 0.759
709 CTD.2540F13.2 0.24 1.3  (1.09-1.49) 9.23 0.00239
710 CTB.176F20.3 -0.41 0.66  (0.288-1.51) 0.96 0.327
711 PTOV1.AS1 0.17 1.2  (0.886-1.57) 1.28 0.259
712 AC006129.2 0.63 1.9  (1.27-2.76) 9.96 0.0016
713 NAPA.AS1 0.37 1.4  (0.888-2.36) 2.2 0.138
714 AC005785.2 -0.052 0.95  (0.527-1.71) 0.03 0.863
715 CTC.444N24.11 -0.0032 1  (0.94-1.06) 0.01 0.914
716 SMC5.AS1 -0.034 0.97  (0.4-2.33) 0.01 0.939
717 FENDRR -0.16 0.85  (0.691-1.05) 2.22 0.136
718 DKFZp434J0226 1.6 5  (1-25.2) 3.87 0.0493
719 RP11.805I24.3 -1.5 0.22  (0.0112-4.25) 1.01 0.315
720 A1BG.AS1 1.6 5.1  (1.03-25.7) 3.97 0.0463
721 CTD.2619J13.17 -0.97 0.38  (0.0642-2.25) 1.13 0.287
722 MAN1B1.AS1 0.11 1.1  (0.812-1.55) 0.48 0.487
723 CTC.429P9.3 0.018 1  (0.864-1.2) 0.05 0.83
724 LINC01082 -0.028 0.97  (0.809-1.17) 0.09 0.769
725 RP4.614O4.12 0.35 1.4  (0.796-2.53) 1.4 0.236
726 LINC00528 1.2 3.3  (0.914-12) 3.33 0.0682
727 ZSCAN16.AS1 0.15 1.2  (0.819-1.65) 0.7 0.402
728 AC007292.3 -0.2 0.82  (0.23-2.9) 0.1 0.755
729 RAB11B.AS1 0.17 1.2  (0.963-1.46) 2.57 0.109
